"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0006413"	"GO:0006413"	"translational initiation"	"27/481"	"193/18670"	8.1467189719566e-13	3.16685184764422e-10	2.83614962870604e-10	"EIF4EBP1/RPL13/RPL13A/RPS11/RPL27/RPL35/RPS17/RPL36/RPLP1/RPL36A/RPS16/RPS28/RPS3A/RPL38/RPL5/RPL31/EIF1AX/EIF3D/RPS15/RPS3/RPS23/EIF3L/RPS5/EIF6/NPM1/RPL8/RPL35A"	27
"GO:0000184"	"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"21/481"	"120/18670"	3.68363943214168e-12	1.31260351765315e-09	1.17553335562556e-09	"RPL13/RPL13A/RPS11/RPL27/RPL35/RPS17/RPL36/RPLP1/RPL36A/RPS16/RPS28/RPS3A/RPL38/RPL5/RPL31/RPS15/RPS3/RPS23/RPS5/RPL8/RPL35A"	21
"GO:0006402"	"GO:0006402"	"mRNA catabolic process"	"36/481"	"364/18670"	5.15643350484499e-12	1.69606997436286e-09	1.51895587778349e-09	"RPL13/RPL13A/RPS11/RPL27/RPL35/PSMA4/RPS17/RPL36/RPLP1/RPL36A/ZFP36L1/MRTO4/RPS16/EXOSC4/RPS28/PSMB3/RPS3A/RPL38/LSM5/RPL5/RPL31/LSM3/NBDY/YBX1/RPS15/PSMD8/RPS3/SET/RPS23/RPS5/NPM1/RIDA/LSM7/RPL8/RNH1/RPL35A"	36
"GO:0090150"	"GO:0090150"	"establishment of protein localization to membrane"	"34/481"	"332/18670"	7.80178012428178e-12	2.38288655795921e-09	2.13405083399527e-09	"NMT1/RPL13/RPL13A/RPS11/RPL27/RPL35/RPS17/RPL36/RPLP1/RPL36A/GET3/ROMO1/SEC61B/RPS16/ZDHHC7/RPS28/ZDHHC4/RPS3A/SSR1/RPL38/PRNP/RPL5/RPL31/RPS15/RPS3/RPS23/PMAIP1/RPS5/BAX/TIMM9/RAB11A/RPL8/VAMP7/RPL35A"	34
"GO:0006401"	"GO:0006401"	"RNA catabolic process"	"37/481"	"397/18670"	1.50549381582902e-11	4.29166103765659e-09	3.84349929963928e-09	"RPL13/RPL13A/RPS11/RPL27/RPL35/PSMA4/RPS17/RPL36/RPLP1/RPL36A/ZFP36L1/MRTO4/RPS16/EXOSC4/RPS28/PSMB3/RPS3A/RPL38/LSM5/RNASE6/RPL5/RPL31/LSM3/NBDY/YBX1/RPS15/PSMD8/RPS3/SET/RPS23/RPS5/NPM1/RIDA/LSM7/RPL8/RNH1/RPL35A"	37
"GO:0006119"	"GO:0006119"	"oxidative phosphorylation"	"21/481"	"145/18670"	1.51412305733172e-10	4.04649387071902e-08	3.62393400169263e-08	"COX6A1/CHCHD10/COQ9/NDUFA4/ATP5F1E/NDUFA6/COX6B1/COX7B/ATP5MG/ATP5F1B/PPIF/UQCR11/NDUFA3/COX6C/COX4I1/NDUFB2/ATP5F1A/ATP5MC2/NDUFB6/NDUFB10/UQCC2"	21
"GO:0046034"	"GO:0046034"	"ATP metabolic process"	"29/481"	"305/18670"	1.60102097306087e-09	4.02703863576958e-07	3.60651040247396e-07	"HK1/COX6A1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/DDIT4/COX7B/ATP5MG/ATP5F1B/NUDT5/PPIF/UQCR11/NUP37/NDUFA3/COX6C/COX4I1/PKM/NDUFB2/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NDUFB6/NDUFB10/UQCC2"	29
"GO:0009161"	"GO:0009161"	"ribonucleoside monophosphate metabolic process"	"31/481"	"354/18670"	3.2093234755884e-09	7.62392621200888e-07	6.82778877438046e-07	"PRPS2/HK1/COX6A1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/DDIT4/COX7B/ATP5MG/ATP5F1B/NUDT5/PPIF/UQCR11/NUP37/NDUFA3/COX6C/HPRT1/COX4I1/PKM/NDUFB2/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NDUFB6/NDUFB10/UQCC2"	31
"GO:0009205"	"GO:0009205"	"purine ribonucleoside triphosphate metabolic process"	"30/481"	"335/18670"	3.43817351802099e-09	7.7376999805567e-07	6.92968158368994e-07	"HK1/COX6A1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/DDIT4/COX7B/ATP5MG/ATP5F1B/NUDT5/PPIF/UQCR11/NUP37/NDUFA3/COX6C/COX4I1/PKM/NDUFB2/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NME3/NDUFB6/NDUFB10/UQCC2"	30
"GO:0009167"	"GO:0009167"	"purine ribonucleoside monophosphate metabolic process"	"30/481"	"340/18670"	4.85736875639436e-09	1.01078241060856e-06	9.0523027172319e-07	"HK1/COX6A1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/DDIT4/COX7B/ATP5MG/ATP5F1B/NUDT5/PPIF/UQCR11/NUP37/NDUFA3/COX6C/HPRT1/COX4I1/PKM/NDUFB2/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NDUFB6/NDUFB10/UQCC2"	30
"GO:0009126"	"GO:0009126"	"purine nucleoside monophosphate metabolic process"	"30/481"	"341/18670"	5.20047077488034e-09	1.01078241060856e-06	9.0523027172319e-07	"HK1/COX6A1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/DDIT4/COX7B/ATP5MG/ATP5F1B/NUDT5/PPIF/UQCR11/NUP37/NDUFA3/COX6C/HPRT1/COX4I1/PKM/NDUFB2/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NDUFB6/NDUFB10/UQCC2"	30
"GO:0009199"	"GO:0009199"	"ribonucleoside triphosphate metabolic process"	"30/481"	"341/18670"	5.20047077488034e-09	1.01078241060856e-06	9.0523027172319e-07	"HK1/COX6A1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/DDIT4/COX7B/ATP5MG/ATP5F1B/NUDT5/PPIF/UQCR11/NUP37/NDUFA3/COX6C/COX4I1/PKM/NDUFB2/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NME3/NDUFB6/NDUFB10/UQCC2"	30
"GO:0009144"	"GO:0009144"	"purine nucleoside triphosphate metabolic process"	"30/481"	"342/18670"	5.56623667956508e-09	1.03483600181827e-06	9.26772038455734e-07	"HK1/COX6A1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/DDIT4/COX7B/ATP5MG/ATP5F1B/NUDT5/PPIF/UQCR11/NUP37/NDUFA3/COX6C/COX4I1/PKM/NDUFB2/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NME3/NDUFB6/NDUFB10/UQCC2"	30
"GO:0009123"	"GO:0009123"	"nucleoside monophosphate metabolic process"	"31/481"	"375/18670"	1.25532642521167e-08	2.23657324758545e-06	2.00301646268423e-06	"PRPS2/HK1/COX6A1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/DDIT4/COX7B/ATP5MG/ATP5F1B/NUDT5/PPIF/UQCR11/NUP37/NDUFA3/COX6C/HPRT1/COX4I1/PKM/NDUFB2/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NDUFB6/NDUFB10/UQCC2"	31
"GO:0009141"	"GO:0009141"	"nucleoside triphosphate metabolic process"	"30/481"	"362/18670"	2.04789035925286e-08	3.50271167046609e-06	3.13693689556291e-06	"HK1/COX6A1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/DDIT4/COX7B/ATP5MG/ATP5F1B/NUDT5/PPIF/UQCR11/NUP37/NDUFA3/COX6C/COX4I1/PKM/NDUFB2/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NME3/NDUFB6/NDUFB10/UQCC2"	30
"GO:0007007"	"GO:0007007"	"inner mitochondrial membrane organization"	"10/481"	"44/18670"	1.32718577783689e-07	2.18271014847328e-05	1.95477808087878e-05	"CHCHD10/TMEM11/ATP5F1E/ROMO1/ATP5MG/ATP5F1B/CHCHD3/ATP5F1A/ATP5MC2/TIMM9"	10
"GO:1902600"	"GO:1902600"	"proton transmembrane transport"	"18/481"	"163/18670"	2.26867299590277e-07	3.5929058261038e-05	3.21771242069952e-05	"COX6A1/CHCHD10/NDUFA4/ATP6V1G1/ATP5F1E/TESC/COX6B1/COX7B/ATP5MG/ATP5F1B/PPIF/ATP6V0D1/COX6C/COX4I1/UCP2/TMSB4X/ATP5F1A/ATP5MC2"	18
"GO:0007006"	"GO:0007006"	"mitochondrial membrane organization"	"16/481"	"134/18670"	3.6633092333617e-07	5.5943965292338e-05	5.01019510938717e-05	"NMT1/CHCHD10/TMEM11/ATP5F1E/ROMO1/ACAA2/ATP5MG/ATP5F1B/PPIF/CHCHD3/PMAIP1/BAX/ATP5F1A/ATP5MC2/TIMM9/BNIP3L"	16
"GO:0070125"	"GO:0070125"	"mitochondrial translational elongation"	"13/481"	"88/18670"	3.8714941772635e-07	5.70845141447542e-05	5.11233967944995e-05	"MRPL46/MRPL51/MRPL13/MRPL39/MRPL42/MRPL34/TSFM/MRPL14/MRPL4/MRPS6/MRPS22/MRPS26/MRPL16"	13
"GO:0022618"	"GO:0022618"	"ribonucleoprotein complex assembly"	"23/481"	"277/18670"	9.02650737801766e-07	0.000128657818494678	0.000115222574881503	"RUVBL2/CD2BP2/SNU13/PIH1D1/RPL13A/HSP90AB1/MRTO4/PTGES3/SNRPB/SNRPD3/RPS28/RPL38/RPL5/LSM3/NBDY/EIF3D/RPS15/TXNL4A/RPS23/EIF3L/RPS5/EIF6/NPM1"	23
"GO:0002576"	"GO:0002576"	"platelet degranulation"	"15/481"	"128/18670"	1.08000091936831e-06	0.000148970449394158	0.000133414035472391	"SRGN/APLP2/CD63/TGFB1/CD9/SOD1/PSAP/CD109/CHID1/CALM1/TMSB4X/VEGFB/CLU/A1BG/MMRN1"	15
"GO:0042775"	"GO:0042775"	"mitochondrial ATP synthesis coupled electron transport"	"13/481"	"97/18670"	1.217514993006e-06	0.000162690440940427	0.000145701300807758	"COX6A1/COQ9/NDUFA4/NDUFA6/COX6B1/COX7B/UQCR11/NDUFA3/COX6C/COX4I1/NDUFB2/NDUFB6/NDUFB10"	13
"GO:0042773"	"GO:0042773"	"ATP synthesis coupled electron transport"	"13/481"	"98/18670"	1.37127173449409e-06	0.000177683573839294	0.000159128758216571	"COX6A1/COQ9/NDUFA4/NDUFA6/COX6B1/COX7B/UQCR11/NDUFA3/COX6C/COX4I1/NDUFB2/NDUFB6/NDUFB10"	13
"GO:0002181"	"GO:0002181"	"cytoplasmic translation"	"13/481"	"100/18670"	1.73152393601831e-06	0.000217764598541597	0.000195024274898905	"EIF4EBP1/RPL13A/RPL36/RPLP1/RPL36A/RPS28/RPL38/RPL31/EIF3D/RPS23/EIF3L/RPL8/RPL35A"	13
"GO:0022904"	"GO:0022904"	"respiratory electron transport chain"	"14/481"	"117/18670"	1.9142641513254e-06	0.000233868386030498	0.000209446405489378	"COX6A1/COQ9/NDUFA4/NDUFA6/COX6B1/COX7B/UQCR11/ETFB/NDUFA3/COX6C/COX4I1/NDUFB2/NDUFB6/NDUFB10"	14
"GO:0071826"	"GO:0071826"	"ribonucleoprotein complex subunit organization"	"23/481"	"291/18670"	2.10627802358668e-06	0.000246344453243237	0.000220619644748879	"RUVBL2/CD2BP2/SNU13/PIH1D1/RPL13A/HSP90AB1/MRTO4/PTGES3/SNRPB/SNRPD3/RPS28/RPL38/RPL5/LSM3/NBDY/EIF3D/RPS15/TXNL4A/RPS23/EIF3L/RPS5/EIF6/NPM1"	23
"GO:0032543"	"GO:0032543"	"mitochondrial translation"	"15/481"	"135/18670"	2.13160541861547e-06	0.000246344453243237	0.000220619644748879	"MRPL46/TRUB2/MRPL51/MRPL13/MRPL39/MRPL42/MRPL34/TSFM/MRPL14/MRPL4/MRPS6/MRPS22/MRPS26/UQCC2/MRPL16"	15
"GO:0045333"	"GO:0045333"	"cellular respiration"	"18/481"	"193/18670"	2.72783219785652e-06	0.000306952907316696	0.000274898989911413	"COX6A1/COQ9/NDUFA4/NDUFA6/COX6B1/TRAP1/COX7B/UQCR11/FAHD1/ETFB/PRELID1/NDUFA3/COX6C/MDH1/COX4I1/NDUFB2/NDUFB6/NDUFB10"	18
"GO:0070126"	"GO:0070126"	"mitochondrial translational termination"	"12/481"	"89/18670"	2.93070415377481e-06	0.000321325409270284	0.000287770626489413	"MRPL46/MRPL51/MRPL13/MRPL39/MRPL42/MRPL34/MRPL14/MRPL4/MRPS6/MRPS22/MRPS26/MRPL16"	12
"GO:0006839"	"GO:0006839"	"mitochondrial transport"	"21/481"	"256/18670"	3.25675315791009e-06	0.000348146912580588	0.000311791262854655	"NMT1/CHCHD10/ATP5F1E/ROMO1/ACAA2/TOMM7/UBE2L3/ATP5MG/TOMM5/ATP5F1B/PPIF/TIMM8B/LMAN1/AIP/UCP2/PMAIP1/BAX/ATP5F1A/ATP5MC2/TIMM9/BNIP3L"	21
"GO:0043312"	"GO:0043312"	"neutrophil degranulation"	"31/481"	"485/18670"	3.55562653338564e-06	0.000370825830652609	0.000332101908304415	"ADGRE3/SERPINB6/MGST1/CD63/CTSD/CD33/CD68/ADA2/HSP90AB1/BST2/PSAP/HEXB/CCT8/PTX3/FGL2/AGPAT2/LAMTOR2/C3AR1/ATP6AP2/IQGAP2/PDXK/PRDX6/FTL/PKM/BPI/CREG1/A1BG/PYCARD/PA2G4/VAMP7/CST3"	31
"GO:0002283"	"GO:0002283"	"neutrophil activation involved in immune response"	"31/481"	"488/18670"	4.0321131805708e-06	0.000410507522860017	0.000367639793256054	"ADGRE3/SERPINB6/MGST1/CD63/CTSD/CD33/CD68/ADA2/HSP90AB1/BST2/PSAP/HEXB/CCT8/PTX3/FGL2/AGPAT2/LAMTOR2/C3AR1/ATP6AP2/IQGAP2/PDXK/PRDX6/FTL/PKM/BPI/CREG1/A1BG/PYCARD/PA2G4/VAMP7/CST3"	31
"GO:0140053"	"GO:0140053"	"mitochondrial gene expression"	"16/481"	"162/18670"	4.65594640982411e-06	0.000462995973218788	0.000414647075616649	"CHCHD10/MRPL46/TRUB2/MRPL51/MRPL13/MRPL39/MRPL42/MRPL34/TSFM/MRPL14/MRPL4/MRPS6/MRPS22/MRPS26/UQCC2/MRPL16"	16
"GO:0042119"	"GO:0042119"	"neutrophil activation"	"31/481"	"498/18670"	6.07729908606572e-06	0.000590602974818569	0.000528928566390122	"ADGRE3/SERPINB6/MGST1/CD63/CTSD/CD33/CD68/ADA2/HSP90AB1/BST2/PSAP/HEXB/CCT8/PTX3/FGL2/AGPAT2/LAMTOR2/C3AR1/ATP6AP2/IQGAP2/PDXK/PRDX6/FTL/PKM/BPI/CREG1/A1BG/PYCARD/PA2G4/VAMP7/CST3"	31
"GO:0002446"	"GO:0002446"	"neutrophil mediated immunity"	"31/481"	"499/18670"	6.32712926605437e-06	0.000601217883147744	0.000538435000465633	"ADGRE3/SERPINB6/MGST1/CD63/CTSD/CD33/CD68/ADA2/HSP90AB1/BST2/PSAP/HEXB/CCT8/PTX3/FGL2/AGPAT2/LAMTOR2/C3AR1/ATP6AP2/IQGAP2/PDXK/PRDX6/FTL/PKM/BPI/CREG1/A1BG/PYCARD/PA2G4/VAMP7/CST3"	31
"GO:0006414"	"GO:0006414"	"translational elongation"	"14/481"	"133/18670"	8.75543103104699e-06	0.000813874414972977	0.000728884624506841	"RPLP1/MRPL46/MRPL51/MRPL13/MRPL39/MRPL42/MRPL34/TSFM/MRPL14/MRPL4/MRPS6/MRPS22/MRPS26/MRPL16"	14
"GO:0042254"	"GO:0042254"	"ribosome biogenesis"	"22/481"	"297/18670"	9.90035249893131e-06	0.0009007214316049	0.000806662539554583	"SNU13/PIH1D1/NOB1/RPL27/RPL35/RPS17/MRTO4/RPS16/EXOSC4/RPS28/RPL38/RPL5/PES1/MPHOSPH6/POP5/RPS15/RRP36/RPS5/EIF6/NPM1/PA2G4/RPL35A"	22
"GO:0006123"	"GO:0006123"	"mitochondrial electron transport, cytochrome c to oxygen"	"6/481"	"21/18670"	1.10668304422781e-05	0.000965750346350634	0.000864900733598446	"COX6A1/NDUFA4/COX6B1/COX7B/COX6C/COX4I1"	6
"GO:0019646"	"GO:0019646"	"aerobic electron transport chain"	"6/481"	"21/18670"	1.10668304422781e-05	0.000965750346350634	0.000864900733598446	"COX6A1/NDUFA4/COX6B1/COX7B/COX6C/COX4I1"	6
"GO:0006364"	"GO:0006364"	"rRNA processing"	"18/481"	"214/18670"	1.15729147362804e-05	0.000989715668246702	0.000886363448643962	"SNU13/PIH1D1/NOB1/RPL27/RPL35/RPS17/MRTO4/RPS16/EXOSC4/RPS28/RPL5/PES1/MPHOSPH6/POP5/RPS15/RRP36/PA2G4/RPL35A"	18
"GO:0006415"	"GO:0006415"	"translational termination"	"12/481"	"104/18670"	1.50573983001383e-05	0.00126245951238023	0.00113062569692267	"MRPL46/MRPL51/MRPL13/MRPL39/MRPL42/MRPL34/MRPL14/MRPL4/MRPS6/MRPS22/MRPS26/MRPL16"	12
"GO:0042407"	"GO:0042407"	"cristae formation"	"7/481"	"33/18670"	1.72330112098175e-05	0.00141708376794576	0.00126910313322502	"CHCHD10/ATP5F1E/ATP5MG/ATP5F1B/CHCHD3/ATP5F1A/ATP5MC2"	7
"GO:0001836"	"GO:0001836"	"release of cytochrome c from mitochondria"	"9/481"	"59/18670"	1.85694425569417e-05	0.00149816861082043	0.0013417205962692	"SOD2/CHCHD10/TRIAP1/PPIF/PRELID1/PMAIP1/BAX/CLU/PYCARD"	9
"GO:0090199"	"GO:0090199"	"regulation of release of cytochrome c from mitochondria"	"8/481"	"48/18670"	2.79334191781999e-05	0.00221191297048116	0.0019809313639433	"CHCHD10/TRIAP1/PPIF/PRELID1/PMAIP1/BAX/CLU/PYCARD"	8
"GO:0042274"	"GO:0042274"	"ribosomal small subunit biogenesis"	"9/481"	"67/18670"	5.26668990938641e-05	0.0040940298784511	0.00366650600605709	"NOB1/RPS17/RPS16/RPS28/RPL38/RPS15/RRP36/RPS5/NPM1"	9
"GO:0015980"	"GO:0015980"	"energy derivation by oxidation of organic compounds"	"20/481"	"285/18670"	5.36168552837375e-05	0.0040940298784511	0.00366650600605709	"COX6A1/COQ9/NDUFA4/CAVIN3/NDUFA6/COX6B1/TRAP1/COX7B/UQCR11/FAHD1/ETFB/PRELID1/NDUFA3/COX6C/MDH1/COX4I1/CALM1/NDUFB2/NDUFB6/NDUFB10"	20
"GO:0072655"	"GO:0072655"	"establishment of protein localization to mitochondrion"	"13/481"	"137/18670"	5.48970302635488e-05	0.00411824037556025	0.00368818829360647	"HK1/NMT1/ROMO1/TOMM7/UBE2L3/TOMM5/TIMM8B/LMAN1/AIP/PMAIP1/BAX/TIMM9/BNIP3L"	13
"GO:0071356"	"GO:0071356"	"cellular response to tumor necrosis factor"	"20/481"	"291/18670"	7.15915925686142e-05	0.00527802844523094	0.00472686413365914	"CCL7/CCL2/CCL23/CCL4/PSMA4/ICAM1/ZFP36L1/TXNDC17/PSMB3/NFKBIA/TNFSF13B/SHARPIN/GBP2/TRADD/PSMD8/RPS3/NKX3-1/TMSB4X/PYCARD/CASP4"	20
"GO:0070585"	"GO:0070585"	"protein localization to mitochondrion"	"13/481"	"141/18670"	7.39721948720069e-05	0.00536110347919833	0.00480126395975667	"HK1/NMT1/ROMO1/TOMM7/UBE2L3/TOMM5/TIMM8B/LMAN1/AIP/PMAIP1/BAX/TIMM9/BNIP3L"	13
"GO:0002291"	"GO:0002291"	"T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell"	"4/481"	"10/18670"	8.0764583972405e-05	0.0057558226844334	0.0051547641489756	"APBB1IP/ICAM1/LGALS9/FGL2"	4
"GO:0042273"	"GO:0042273"	"ribosomal large subunit biogenesis"	"9/481"	"71/18670"	8.37608275761651e-05	0.00587149670025708	0.00525835877001016	"SNU13/RPL35/MRTO4/RPL38/RPL5/PES1/EIF6/NPM1/RPL35A"	9
"GO:0008637"	"GO:0008637"	"apoptotic mitochondrial changes"	"12/481"	"124/18670"	8.72305646012836e-05	0.00592992630613848	0.00531068679575889	"SOD2/NMT1/CHCHD10/ACAA2/TRIAP1/PPIF/PRELID1/PMAIP1/BAX/CLU/PYCARD/BNIP3L"	12
"GO:0006457"	"GO:0006457"	"protein folding"	"17/481"	"227/18670"	8.73679507218718e-05	0.00592992630613848	0.00531068679575889	"PRKCSH/RUVBL2/HSP90AB1/PTGES3/TRAP1/TOR2A/CCT8/PPIF/ST13/LMAN1/FKBP1A/AIP/PDIA6/DNAJC1/PDIA4/CLU/CCT3"	17
"GO:0022900"	"GO:0022900"	"electron transport chain"	"15/481"	"186/18670"	9.89404814459681e-05	0.00661046091660874	0.0059201557812571	"COX6A1/COQ9/NDUFA4/NDUFA6/COX6B1/COX7B/UQCR11/ETFB/NDUFA3/COX6C/COX4I1/GLRX5/NDUFB2/NDUFB6/NDUFB10"	15
"GO:1901658"	"GO:1901658"	"glycosyl compound catabolic process"	"7/481"	"43/18670"	0.000104067789042031	0.00682849590178906	0.00611542220735282	"NT5C/ADA2/APOBEC3H/TYMP/NAGA/HDDC3/HPRT1"	7
"GO:0016072"	"GO:0016072"	"rRNA metabolic process"	"18/481"	"253/18670"	0.000105397738427988	0.00682849590178906	0.00611542220735282	"SNU13/PIH1D1/NOB1/RPL27/RPL35/RPS17/MRTO4/RPS16/EXOSC4/RPS28/RPL5/PES1/MPHOSPH6/POP5/RPS15/RRP36/PA2G4/RPL35A"	18
"GO:0032984"	"GO:0032984"	"protein-containing complex disassembly"	"21/481"	"329/18670"	0.000135572829950692	0.00865237941595762	0.00774884454612128	"CAPZA2/CHCHD10/DSTN/MRPL46/NFE2/DDIT4/SWAP70/MRPL51/MRPL13/GABARAPL2/MRPL39/MRPL42/BMERB1/MRPL34/MRPL14/MRPL4/SET/MRPS6/MRPS22/MRPS26/MRPL16"	21
"GO:2001233"	"GO:2001233"	"regulation of apoptotic signaling pathway"	"24/481"	"406/18670"	0.000150405164513472	0.00945783063911187	0.00847018558049554	"SOD2/NMT1/CHCHD10/PRDX2/PIH1D1/ICAM1/ACAA2/NRP1/TRAP1/SOD1/CSF2/LGALS9/TRIAP1/PPIF/PRELID1/ING2/TRADD/RPS3/NKX3-1/PMAIP1/BAX/CLU/SNAI1/PYCARD"	24
"GO:0043624"	"GO:0043624"	"cellular protein complex disassembly"	"16/481"	"217/18670"	0.000167490498983586	0.0103795561399104	0.0092956588146802	"CAPZA2/DSTN/MRPL46/SWAP70/MRPL51/MRPL13/MRPL39/MRPL42/BMERB1/MRPL34/MRPL14/MRPL4/MRPS6/MRPS22/MRPS26/MRPL16"	16
