"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0071357"	"GO:0071357"	"cellular response to type I interferon"	"8/271"	"95/18670"	7.2595637975793e-05	0.0220667885119723	0.019493044687272	"OAS2/MX2/IFIT1/IFIT2/ISG15/OAS3/IRF8/XAF1"	8
"GO:0051348"	"GO:0051348"	"negative regulation of transferase activity"	"14/271"	"285/18670"	7.6999552818746e-05	0.0220667885119723	0.019493044687272	"GNAQ/PAK2/LYN/CORO1C/HIPK3/DTX3L/WNK1/ADORA2A/PTPRJ/DNAJC3/GSK3B/RB1/IPO7/PPM1F"	14
"GO:0034340"	"GO:0034340"	"response to type I interferon"	"8/271"	"99/18670"	9.72763499154317e-05	0.0240432941219653	0.0212390220033339	"OAS2/MX2/IFIT1/IFIT2/ISG15/OAS3/IRF8/XAF1"	8
"GO:0007265"	"GO:0007265"	"Ras protein signal transduction"	"18/271"	"448/18670"	0.000103175957593383	0.0240432941219653	0.0212390220033339	"LYN/RAB39A/SPATA13/RALGDS/FARP1/ARHGEF10L/ARHGEF12/RIPOR2/DENND1A/RASGRP4/RAB27A/RHOQ/ARFGEF2/RAB33B/ITSN1/RB1/CYTH1/FGD2"	18
"GO:0006909"	"GO:0006909"	"phagocytosis"	"16/271"	"369/18670"	0.000104870430889642	0.0240432941219653	0.0212390220033339	"IGLC3/LYN/CORO1C/RAB39A/TLR2/RAB27A/ADORA2A/IRF8/PTPRJ/SYK/ANO6/MYH9/CD93/ITGAL/PIP4P2/CALR"	16
"GO:0007596"	"GO:0007596"	"blood coagulation"	"15/271"	"336/18670"	0.000125108062487774	0.026890414180966	0.0237540702855077	"GNAQ/F8/LYN/VCL/DOCK11/RAB27A/P2RX4/ADORA2A/SYK/PIK3R5/PRKCA/ANO6/F5/CAPZA1/MYH9"	15
"GO:0007599"	"GO:0007599"	"hemostasis"	"15/271"	"341/18670"	0.00014709429884727	0.0274890961418607	0.0242829254114293	"GNAQ/F8/LYN/VCL/DOCK11/RAB27A/P2RX4/ADORA2A/SYK/PIK3R5/PRKCA/ANO6/F5/CAPZA1/MYH9"	15
"GO:1903320"	"GO:1903320"	"regulation of protein modification by small protein conjugation or removal"	"12/271"	"231/18670"	0.000148458140964115	0.0274890961418607	0.0242829254114293	"UBQLN1/SASH1/HERPUD1/BCL10/PLAA/NOD2/DTX3L/ISG15/HSPA5/N4BP1/FEM1B/PRICKLE1"	12
"GO:0050817"	"GO:0050817"	"coagulation"	"15/271"	"342/18670"	0.000151873459347297	0.0274890961418607	0.0242829254114293	"GNAQ/F8/LYN/VCL/DOCK11/RAB27A/P2RX4/ADORA2A/SYK/PIK3R5/PRKCA/ANO6/F5/CAPZA1/MYH9"	15
"GO:0006469"	"GO:0006469"	"negative regulation of protein kinase activity"	"12/271"	"235/18670"	0.000174213757357544	0.0283277952617291	0.025023803469598	"GNAQ/PAK2/LYN/CORO1C/HIPK3/WNK1/ADORA2A/PTPRJ/DNAJC3/RB1/IPO7/PPM1F"	12
"GO:0042326"	"GO:0042326"	"negative regulation of phosphorylation"	"18/271"	"468/18670"	0.000177475756110759	0.0283277952617291	0.025023803469598	"GNAQ/NDRG2/PAK2/LRRK1/SEMA4D/LYN/CORO1C/HIPK3/WNK1/ADORA2A/DAG1/PTPRJ/FOXO1/DNAJC3/RASSF2/RB1/IPO7/PPM1F"	18
"GO:0071216"	"GO:0071216"	"cellular response to biotic stimulus"	"12/271"	"236/18670"	0.000181218812375121	0.0283277952617291	0.025023803469598	"SASH1/LYN/BCL10/TLR2/PLAA/NOD2/IRF8/SYK/HSPA5/PRKCA/TXNIP/GSK3B"	12
"GO:0046578"	"GO:0046578"	"regulation of Ras protein signal transduction"	"12/271"	"238/18670"	0.000195953249048227	0.0292992705859501	0.0258819714761182	"LYN/SPATA13/FARP1/ARHGEF10L/ARHGEF12/RIPOR2/DENND1A/RASGRP4/ARFGEF2/ITSN1/CYTH1/FGD2"	12
"GO:0046847"	"GO:0046847"	"filopodium assembly"	"6/271"	"59/18670"	0.000209241704614897	0.0299825925904429	0.0264855947157277	"SPATA13/TENM1/RIPOR2/DOCK11/RHOQ/FGD2"	6
"GO:0043087"	"GO:0043087"	"regulation of GTPase activity"	"18/271"	"479/18670"	0.000235675133447738	0.0316298484387446	0.0279407240765268	"GNAQ/ARHGAP9/SEMA4D/ASAP1/CORO1C/RIC1/ARHGEF10L/ARHGEF12/DENND1A/WNK1/DOCK11/TBC1D12/ACAP2/BNIP2/GSK3B/ADGRB3/FGD2/ARFGAP3"	18
"GO:0035303"	"GO:0035303"	"regulation of dephosphorylation"	"11/271"	"209/18670"	0.000249287340276723	0.0316298484387446	0.0279407240765268	"TSKS/SEMA4D/CRY2/FARP1/HSP90B1/WNK1/PPP2R5E/PHACTR1/PHACTR2/GSK3B/FKBP15"	11
"GO:0002218"	"GO:0002218"	"activation of innate immune response"	"14/271"	"319/18670"	0.000249602581620486	0.0316298484387446	0.0279407240765268	"UBQLN1/CREBBP/PAK2/LYN/BCL10/HSP90B1/TLR2/NOD2/TAB2/NONO/SYK/UNC93B1/LGR4/UBE2D3"	14
"GO:0043312"	"GO:0043312"	"neutrophil degranulation"	"18/271"	"485/18670"	0.000273962535780981	0.0316298484387446	0.0279407240765268	"ARHGAP9/NFAM1/TLR2/VCL/CLEC5A/ASAH1/GPR84/RAB27A/DIAPH1/PTPRJ/SYK/DNAJC3/ANO6/MAN2B1/CKAP4/CD93/ITGAL/QSOX1"	18
"GO:0002224"	"GO:0002224"	"toll-like receptor signaling pathway"	"9/271"	"146/18670"	0.000286683461042896	0.0316298484387446	0.0279407240765268	"UBQLN1/LYN/BCL10/HSP90B1/TLR2/TAB2/UNC93B1/LGR4/UBE2D3"	9
"GO:0002283"	"GO:0002283"	"neutrophil activation involved in immune response"	"18/271"	"488/18670"	0.000295062884696751	0.0316298484387446	0.0279407240765268	"ARHGAP9/NFAM1/TLR2/VCL/CLEC5A/ASAH1/GPR84/RAB27A/DIAPH1/PTPRJ/SYK/DNAJC3/ANO6/MAN2B1/CKAP4/CD93/ITGAL/QSOX1"	18
"GO:0090181"	"GO:0090181"	"regulation of cholesterol metabolic process"	"6/271"	"63/18670"	0.000300633009745388	0.0316298484387446	0.0279407240765268	"TTC39B/CYP51A1/SCD/SREBF2/SC5D/SP1"	6
"GO:0043547"	"GO:0043547"	"positive regulation of GTPase activity"	"16/271"	"405/18670"	0.00030113262884545	0.0316298484387446	0.0279407240765268	"GNAQ/ARHGAP9/SEMA4D/ASAP1/CORO1C/RIC1/ARHGEF10L/ARHGEF12/DENND1A/DOCK11/TBC1D12/ACAP2/BNIP2/GSK3B/ADGRB3/ARFGAP3"	16
"GO:0007520"	"GO:0007520"	"myoblast fusion"	"5/271"	"41/18670"	0.000303514102494496	0.0316298484387446	0.0279407240765268	"RIPOR2/TNFSF14/MYOF/ADGRB3/MYH9"	5
"GO:0036500"	"GO:0036500"	"ATF6-mediated unfolded protein response"	"3/271"	"10/18670"	0.000336557794133967	0.0339266483572674	0.0299696384074543	"HSP90B1/HSPA5/CALR"	3
"GO:0008203"	"GO:0008203"	"cholesterol metabolic process"	"9/271"	"150/18670"	0.000350139181643617	0.0339266483572674	0.0299696384074543	"TTC39B/CYP51A1/SCD/SREBF2/RXRA/SC5D/SP1/NPC1/OSBPL1A"	9
"GO:0050854"	"GO:0050854"	"regulation of antigen receptor-mediated signaling pathway"	"6/271"	"65/18670"	0.000356742753088468	0.0339266483572674	0.0299696384074543	"ELF1/LYN/NFAM1/BCL10/PTPRJ/PLCL2"	6
"GO:0042119"	"GO:0042119"	"neutrophil activation"	"18/271"	"498/18670"	0.000375962474784555	0.0339266483572674	0.0299696384074543	"ARHGAP9/NFAM1/TLR2/VCL/CLEC5A/ASAH1/GPR84/RAB27A/DIAPH1/PTPRJ/SYK/DNAJC3/ANO6/MAN2B1/CKAP4/CD93/ITGAL/QSOX1"	18
"GO:0030866"	"GO:0030866"	"cortical actin cytoskeleton organization"	"5/271"	"43/18670"	0.00038076215876827	0.0339266483572674	0.0299696384074543	"FMNL3/PDCD6IP/RHOQ/KIF23/CALR"	5
"GO:0002446"	"GO:0002446"	"neutrophil mediated immunity"	"18/271"	"499/18670"	0.000385022817721826	0.0339266483572674	0.0299696384074543	"ARHGAP9/NFAM1/TLR2/VCL/CLEC5A/ASAH1/GPR84/RAB27A/DIAPH1/PTPRJ/SYK/DNAJC3/ANO6/MAN2B1/CKAP4/CD93/ITGAL/QSOX1"	18
"GO:0033673"	"GO:0033673"	"negative regulation of kinase activity"	"12/271"	"257/18670"	0.000394807717474509	0.0339266483572674	0.0299696384074543	"GNAQ/PAK2/LYN/CORO1C/HIPK3/WNK1/ADORA2A/PTPRJ/DNAJC3/RB1/IPO7/PPM1F"	12
"GO:0030099"	"GO:0030099"	"myeloid cell differentiation"	"16/271"	"416/18670"	0.000404475889109614	0.0339266483572674	0.0299696384074543	"CREBBP/LRRK1/LYN/TLR2/CLEC5A/ISG15/RASGRP4/IRF8/TGFBR2/PRKCA/RASSF2/PDE1B/MYH9/RB1/TSPAN2/FOXO3"	16
"GO:0002758"	"GO:0002758"	"innate immune response-activating signal transduction"	"13/271"	"298/18670"	0.000437386683323395	0.0349357660457996	0.0308610583885088	"UBQLN1/CREBBP/PAK2/LYN/BCL10/HSP90B1/TLR2/NOD2/TAB2/SYK/UNC93B1/LGR4/UBE2D3"	13
"GO:1902652"	"GO:1902652"	"secondary alcohol metabolic process"	"9/271"	"155/18670"	0.000445339621338268	0.0349357660457996	0.0308610583885088	"TTC39B/CYP51A1/SCD/SREBF2/RXRA/SC5D/SP1/NPC1/OSBPL1A"	9
"GO:0051056"	"GO:0051056"	"regulation of small GTPase mediated signal transduction"	"14/271"	"338/18670"	0.000446982758364404	0.0349357660457996	0.0308610583885088	"ARHGAP9/LYN/SPATA13/FARP1/ARHGEF10L/ARHGEF12/RIPOR2/DENND1A/RASGRP4/RHOQ/ARFGEF2/ITSN1/CYTH1/FGD2"	14
"GO:0045089"	"GO:0045089"	"positive regulation of innate immune response"	"15/271"	"381/18670"	0.000479805201230913	0.0366677797118469	0.0323910599006413	"UBQLN1/CREBBP/PAK2/LYN/BCL10/HSP90B1/TLR2/NOD2/TAB2/NONO/SYK/COCH/UNC93B1/LGR4/UBE2D3"	15
"GO:0050764"	"GO:0050764"	"regulation of phagocytosis"	"7/271"	"98/18670"	0.000564656091318569	0.042214180392273	0.0372905601726634	"TLR2/RAB27A/PTPRJ/SYK/ANO6/PIP4P2/CALR"	7
"GO:0006991"	"GO:0006991"	"response to sterol depletion"	"3/271"	"12/18670"	0.000603874318653181	0.043265078788506	0.038218887798971	"LYN/ARHGEF10L/ZBTB7B"	3
"GO:1900044"	"GO:1900044"	"regulation of protein K63-linked ubiquitination"	"3/271"	"12/18670"	0.000603874318653181	0.043265078788506	0.038218887798971	"SASH1/PLAA/NOD2"	3
"GO:0002221"	"GO:0002221"	"pattern recognition receptor signaling pathway"	"10/271"	"197/18670"	0.00062835711511421	0.0439175905844389	0.0387952943562818	"UBQLN1/LYN/BCL10/HSP90B1/TLR2/NOD2/TAB2/UNC93B1/LGR4/UBE2D3"	10
"GO:0030865"	"GO:0030865"	"cortical cytoskeleton organization"	"5/271"	"48/18670"	0.000638522689509143	0.0439175905844389	0.0387952943562818	"FMNL3/PDCD6IP/RHOQ/KIF23/CALR"	5
"GO:0046777"	"GO:0046777"	"protein autophosphorylation"	"11/271"	"235/18670"	0.00067089910062301	0.0452396471969124	0.039963153857544	"PAK2/LYN/ULK2/WNK1/MINK1/PPP2R5E/SYK/RASSF2/GSK3B/CAMKK2/MAK"	11
"GO:0016125"	"GO:0016125"	"sterol metabolic process"	"9/271"	"166/18670"	0.000730834022629349	0.0460491668749386	0.040678255796842	"TTC39B/CYP51A1/SCD/SREBF2/RXRA/SC5D/SP1/NPC1/OSBPL1A"	9
"GO:0031098"	"GO:0031098"	"stress-activated protein kinase signaling cascade"	"13/271"	"315/18670"	0.000734576522704753	0.0460491668749386	0.040678255796842	"SASH1/PAK2/LYN/HIPK3/RELL1/NOD2/TAB2/MINK1/SYK/FOXO1/RASSF2/NBR1/FGD2"	13
"GO:0070302"	"GO:0070302"	"regulation of stress-activated protein kinase signaling cascade"	"11/271"	"239/18670"	0.000770963603189203	0.0460491668749386	0.040678255796842	"SASH1/LYN/HIPK3/RELL1/NOD2/MINK1/SYK/FOXO1/RASSF2/NBR1/FGD2"	11
"GO:0045540"	"GO:0045540"	"regulation of cholesterol biosynthetic process"	"5/271"	"50/18670"	0.000771692297608247	0.0460491668749386	0.040678255796842	"CYP51A1/SCD/SREBF2/SC5D/SP1"	5
"GO:0106118"	"GO:0106118"	"regulation of sterol biosynthetic process"	"5/271"	"50/18670"	0.000771692297608247	0.0460491668749386	0.040678255796842	"CYP51A1/SCD/SREBF2/SC5D/SP1"	5
"GO:0050855"	"GO:0050855"	"regulation of B cell receptor signaling pathway"	"4/271"	"29/18670"	0.000774782360250352	0.0460491668749386	0.040678255796842	"ELF1/LYN/NFAM1/PLCL2"	4
"GO:0002093"	"GO:0002093"	"auditory receptor cell morphogenesis"	"3/271"	"13/18670"	0.000776636138047815	0.0460491668749386	0.040678255796842	"SLITRK6/RIPOR2/TRIOBP"	3
"GO:0002573"	"GO:0002573"	"myeloid leukocyte differentiation"	"10/271"	"204/18670"	0.000822370881592328	0.0479344654541698	0.0423436639478226	"LRRK1/LYN/TLR2/TGFBR2/PRKCA/RASSF2/PDE1B/MYH9/RB1/TSPAN2"	10
"GO:0045785"	"GO:0045785"	"positive regulation of cell adhesion"	"15/271"	"403/18670"	0.000852502473998117	0.0488626001346587	0.0431635463150626	"PAK2/LYN/BCL10/NOD2/DAG1/TRIOBP/PTPRJ/TNFSF14/TGFBR2/SYK/PRKCA/GSK3B/PPM1F/CALR/ZBTB7B"	15
"GO:0051491"	"GO:0051491"	"positive regulation of filopodium assembly"	"4/271"	"30/18670"	0.00088386560597778	0.0491457608590639	0.0434136807943736	"TENM1/RIPOR2/DOCK11/RHOQ"	4
"GO:1901224"	"GO:1901224"	"positive regulation of NIK/NF-kappaB signaling"	"6/271"	"77/18670"	0.000886024185304437	0.0491457608590639	0.0434136807943736	"TNFSF15/SASH1/TLR2/NOD2/TNFSF14/CALR"	6
