"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0009141"	"GO:0009141"	"nucleoside triphosphate metabolic process"	"28/452"	"362/18670"	7.12185210733312e-08	1.28369257215306e-05	1.1343990970975e-05	"COX6A1/HK1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/COX7B/DDIT4/ATP5MG/ATP5F1B/NUDT5/UQCR11/NUP37/COX6C/NDUFA3/NDUFB2/COX4I1/EIF6/COX7A1/TMSB4X/NME3/ATP5MC2/ATP5F1A/PKM/UQCC2"	28
"GO:0009167"	"GO:0009167"	"purine ribonucleoside monophosphate metabolic process"	"27/452"	"340/18670"	7.15578542130901e-08	1.28369257215306e-05	1.1343990970975e-05	"COX6A1/HK1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/COX7B/DDIT4/ATP5MG/ATP5F1B/NUDT5/UQCR11/NUP37/COX6C/NDUFA3/NDUFB2/COX4I1/EIF6/COX7A1/TMSB4X/ATP5MC2/ATP5F1A/PKM/UQCC2"	27
"GO:0009126"	"GO:0009126"	"purine nucleoside monophosphate metabolic process"	"27/452"	"341/18670"	7.5995231114313e-08	1.28369257215306e-05	1.1343990970975e-05	"COX6A1/HK1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/COX7B/DDIT4/ATP5MG/ATP5F1B/NUDT5/UQCR11/NUP37/COX6C/NDUFA3/NDUFB2/COX4I1/EIF6/COX7A1/TMSB4X/ATP5MC2/ATP5F1A/PKM/UQCC2"	27
"GO:0022618"	"GO:0022618"	"ribonucleoprotein complex assembly"	"24/452"	"277/18670"	7.63012703372005e-08	1.28369257215306e-05	1.1343990970975e-05	"RUVBL2/CD2BP2/SNU13/RPL13A/PIH1D1/LSM14A/HSP90AB1/MRTO4/SNRPB/RPS28/SNRPD3/RPL38/EIF3D/RPL5/NBDY/LSM3/RPS15/TXNL4A/RPS23/EIF6/RPS27L/EIF3L/RPS5/NPM1"	24
"GO:1902600"	"GO:1902600"	"proton transmembrane transport"	"18/452"	"163/18670"	9.01070559170588e-08	1.45765491225827e-05	1.2881296131301e-05	"COX6A1/CHCHD10/NDUFA4/ATP6V1G1/ATP5F1E/TESC/COX6B1/COX7B/ATP5MG/ATP5F1B/ATP6V0D1/UCP2/COX6C/COX4I1/COX7A1/TMSB4X/ATP5MC2/ATP5F1A"	18
"GO:0009123"	"GO:0009123"	"nucleoside monophosphate metabolic process"	"28/452"	"375/18670"	1.48637085700505e-07	2.31543549057899e-05	2.04615029087129e-05	"PRPS2/COX6A1/HK1/CHCHD10/COQ9/NDUFA4/TGFB1/ATP5F1E/NDUFA6/COX6B1/COX7B/DDIT4/ATP5MG/ATP5F1B/NUDT5/UQCR11/NUP37/COX6C/NDUFA3/NDUFB2/COX4I1/EIF6/COX7A1/TMSB4X/ATP5MC2/ATP5F1A/PKM/UQCC2"	28
"GO:0071826"	"GO:0071826"	"ribonucleoprotein complex subunit organization"	"24/452"	"291/18670"	1.91794412083052e-07	2.8810260615047e-05	2.54596266565886e-05	"RUVBL2/CD2BP2/SNU13/RPL13A/PIH1D1/LSM14A/HSP90AB1/MRTO4/SNRPB/RPS28/SNRPD3/RPL38/EIF3D/RPL5/NBDY/LSM3/RPS15/TXNL4A/RPS23/EIF6/RPS27L/EIF3L/RPS5/NPM1"	24
"GO:0007007"	"GO:0007007"	"inner mitochondrial membrane organization"	"9/452"	"44/18670"	8.8169444066022e-07	0.000127876097152306	0.000113004104173185	"CHCHD10/ATP5F1E/ROMO1/ATP5MG/ATP5F1B/CHCHD3/ATP5MC2/TIMM9/ATP5F1A"	9
"GO:0002291"	"GO:0002291"	"T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell"	"5/452"	"10/18670"	1.85454086809109e-06	0.00026000662970637	0.000229767852815075	"APBB1IP/ICAM1/LGALS9/FGL2/LILRB1"	5
"GO:0002576"	"GO:0002576"	"platelet degranulation"	"14/452"	"128/18670"	2.7346261111533e-06	0.000371027013661639	0.000327876563615698	"SRGN/APLP2/CD63/TGFB1/CD9/SOD1/PSAP/CHID1/VEGFB/A1BG/CALM1/TMSB4X/CLU/MMRN1"	14
"GO:0006839"	"GO:0006839"	"mitochondrial transport"	"20/452"	"256/18670"	4.60501748882149e-06	0.00060029085173716	0.000530477012159049	"NMT1/CHCHD10/ATP5F1E/ACAA2/ROMO1/TOMM7/UBE2L3/ATP5MG/ATP5F1B/TOMM5/TIMM8B/LMAN1/AIP/TOMM20/UCP2/PMAIP1/ATP5MC2/TIMM9/BAX/ATP5F1A"	20
"GO:0007006"	"GO:0007006"	"mitochondrial membrane organization"	"14/452"	"134/18670"	4.70984263131866e-06	0.00060029085173716	0.000530477012159049	"NMT1/CHCHD10/ATP5F1E/ACAA2/ROMO1/ATP5MG/ATP5F1B/CHCHD3/TOMM20/PMAIP1/ATP5MC2/TIMM9/BAX/ATP5F1A"	14
"GO:0002181"	"GO:0002181"	"cytoplasmic translation"	"12/452"	"100/18670"	5.36107011183916e-06	0.000663195908541045	0.000586066209439755	"EIF4EBP1/RPL13A/RPL36/RPL36A/RPLP1/RPS28/RPL38/EIF3D/RPL31/RPS23/RPL8/EIF3L"	12
"GO:0006123"	"GO:0006123"	"mitochondrial electron transport, cytochrome c to oxygen"	"6/452"	"21/18670"	7.7609592204902e-06	0.000906738735593938	0.000801285000220786	"COX6A1/NDUFA4/COX6B1/COX7B/COX6C/COX4I1"	6
"GO:0019646"	"GO:0019646"	"aerobic electron transport chain"	"6/452"	"21/18670"	7.7609592204902e-06	0.000906738735593938	0.000801285000220786	"COX6A1/NDUFA4/COX6B1/COX7B/COX6C/COX4I1"	6
"GO:0070125"	"GO:0070125"	"mitochondrial translational elongation"	"11/452"	"88/18670"	8.87276388403309e-06	0.00100861742962819	0.00089131519984412	"MRPL46/MRPL51/MRPL13/MRPL39/MRPL34/TSFM/MRPL14/MRPL4/MRPL16/MRPS6/MRPS26"	11
"GO:0042407"	"GO:0042407"	"cristae formation"	"7/452"	"33/18670"	1.15249739424451e-05	0.0012756326421559	0.00112727653714055	"CHCHD10/ATP5F1E/ATP5MG/ATP5F1B/CHCHD3/ATP5MC2/ATP5F1A"	7
"GO:0042255"	"GO:0042255"	"ribosome assembly"	"9/452"	"63/18670"	1.95958502496506e-05	0.00208390092206285	0.00184154319788871	"MRTO4/RPS28/RPL38/RPL5/RPS15/EIF6/RPS27L/RPS5/NPM1"	9
"GO:0045333"	"GO:0045333"	"cellular respiration"	"16/452"	"193/18670"	1.98183635003599e-05	0.00208390092206285	0.00184154319788871	"COX6A1/COQ9/NDUFA4/TRAP1/NDUFA6/COX6B1/COX7B/ETFB/UQCR11/FAHD1/PRELID1/COX6C/NDUFA3/NDUFB2/MDH1/COX4I1"	16
"GO:0006414"	"GO:0006414"	"translational elongation"	"13/452"	"133/18670"	2.11325243575738e-05	0.00216788774263306	0.00191576234933487	"RPLP1/MRPL46/MRPL51/MRPL13/MRPL39/MRPL34/TSFM/MRPL14/EEF1A2/MRPL4/MRPL16/MRPS6/MRPS26"	13
"GO:0042775"	"GO:0042775"	"mitochondrial ATP synthesis coupled electron transport"	"11/452"	"97/18670"	2.26876678643129e-05	0.00227200788184047	0.00200777331400724	"COX6A1/COQ9/NDUFA4/NDUFA6/COX6B1/COX7B/UQCR11/COX6C/NDUFA3/NDUFB2/COX4I1"	11
"GO:0042773"	"GO:0042773"	"ATP synthesis coupled electron transport"	"11/452"	"98/18670"	2.50086547243465e-05	0.00244619539001399	0.00216170281105673	"COX6A1/COQ9/NDUFA4/NDUFA6/COX6B1/COX7B/UQCR11/COX6C/NDUFA3/NDUFB2/COX4I1"	11
"GO:0022904"	"GO:0022904"	"respiratory electron transport chain"	"12/452"	"117/18670"	2.70081821590088e-05	0.00258173668547253	0.00228148065080048	"COX6A1/COQ9/NDUFA4/NDUFA6/COX6B1/COX7B/ETFB/UQCR11/COX6C/NDUFA3/NDUFB2/COX4I1"	12
"GO:0034341"	"GO:0034341"	"response to interferon-gamma"	"16/452"	"199/18670"	2.89031199902011e-05	0.00265046669618894	0.00234221735972249	"NUB1/CCL7/CCL2/RPL13A/CCL23/CCL4/IFNGR2/HSP90AB1/ICAM1/IFITM3/BST2/LGALS9/GBP2/MRC1/ZYX/IFITM2"	16
"GO:0072655"	"GO:0072655"	"establishment of protein localization to mitochondrion"	"13/452"	"137/18670"	2.89875102293608e-05	0.00265046669618894	0.00234221735972249	"HK1/NMT1/ROMO1/TOMM7/UBE2L3/TOMM5/TIMM8B/LMAN1/AIP/TOMM20/PMAIP1/TIMM9/BAX"	13
"GO:0042274"	"GO:0042274"	"ribosomal small subunit biogenesis"	"9/452"	"67/18670"	3.25022865953194e-05	0.00290860888127475	0.00257033760286837	"NOB1/RPS17/RPS16/RPS28/RPL38/RPS15/RPS27L/RPS5/NPM1"	9
"GO:0070585"	"GO:0070585"	"protein localization to mitochondrion"	"13/452"	"141/18670"	3.9283385287104e-05	0.00342041394446472	0.00302261972568134	"HK1/NMT1/ROMO1/TOMM7/UBE2L3/TOMM5/TIMM8B/LMAN1/AIP/TOMM20/PMAIP1/TIMM9/BAX"	13
"GO:0042254"	"GO:0042254"	"ribosome biogenesis"	"20/452"	"297/18670"	4.02611816607554e-05	0.00342041394446472	0.00302261972568134	"SNU13/PIH1D1/RPL27/RPL35/NOB1/RPS17/MRTO4/RPS16/RPS28/RPL38/RPL5/RPS15/MPHOSPH6/POP5/EIF6/ISG20/RPS27L/RPS5/RPL7/NPM1"	20
"GO:0006457"	"GO:0006457"	"protein folding"	"17/452"	"227/18670"	4.06611263012925e-05	0.00342041394446472	0.00302261972568134	"PRKCSH/RUVBL2/HSP90AB1/TRAP1/TOR2A/CCT8/LMAN1/ST13/FKBP1A/PPIB/AIP/DNAJC1/CCT3/CLU/PDIA6/PDIA4/PPIL3"	17
"GO:0050792"	"GO:0050792"	"regulation of viral process"	"16/452"	"208/18670"	4.9444796508231e-05	0.00407774145320823	0.00360350003035219	"SUPT4H1/CCL4/ZFP36/POLR2K/IFITM3/CSF1R/BST2/LGALS9/ISG15/APOBEC3A/POLR2H/PPIB/POLR2I/PLSCR1/IFITM2/ISG20"	16
"GO:0070126"	"GO:0070126"	"mitochondrial translational termination"	"10/452"	"89/18670"	5.77178672892611e-05	0.00466848749651216	0.00412554229551379	"MRPL46/MRPL51/MRPL13/MRPL39/MRPL34/MRPL14/MRPL4/MRPL16/MRPS6/MRPS26"	10
"GO:0042110"	"GO:0042110"	"T cell activation"	"26/452"	"464/18670"	6.99293246432417e-05	0.00554948564999009	0.00490408034389844	"CLEC4A/APBB1IP/CCL2/PRDX2/TGFB1/ICAM1/ZFP36L1/CCND3/DUSP3/SOD1/EBI3/LGALS9/FGL2/TNFSF13B/PRELID1/FKBP1A/PRNP/VSIR/MSN/RIPK2/RPS3/MAFB/LILRB1/BAX/CLECL1/LCP1"	26
"GO:0000028"	"GO:0000028"	"ribosomal small subunit assembly"	"5/452"	"19/18670"	7.14394983408293e-05	0.00556434314854681	0.00491720991503837	"RPS28/RPL38/RPS15/RPS27L/RPS5"	5
"GO:0071385"	"GO:0071385"	"cellular response to glucocorticoid stimulus"	"8/452"	"58/18670"	7.35729572738628e-05	0.00562632469625212	0.00497198300734946	"EIF4EBP1/ZFP36/TGFB1/ICAM1/ZFP36L1/UBE2L3/DDIT4/SERPINF1"	8
"GO:0034612"	"GO:0034612"	"response to tumor necrosis factor"	"20/452"	"312/18670"	7.98594623917498e-05	0.00599801605035178	0.00530044664859527	"NUB1/CCL7/CCL2/TAX1BP1/CCL23/CCL4/PSMA4/ZFP36/ICAM1/ZFP36L1/TXNDC17/PSMB3/NFKBIA/GBP2/TNFSF13B/SHARPIN/PSMD8/RPS3/TMSB4X/CASP4"	20
"GO:0071356"	"GO:0071356"	"cellular response to tumor necrosis factor"	"19/452"	"291/18670"	9.41299696303415e-05	0.00694580091693362	0.00613800411384554	"CCL7/CCL2/TAX1BP1/CCL23/CCL4/PSMA4/ZFP36/ICAM1/ZFP36L1/TXNDC17/PSMB3/NFKBIA/GBP2/TNFSF13B/SHARPIN/PSMD8/RPS3/TMSB4X/CASP4"	19
"GO:0071384"	"GO:0071384"	"cellular response to corticosteroid stimulus"	"8/452"	"61/18670"	0.000106098562317929	0.00762990631133044	0.00674254803546507	"EIF4EBP1/ZFP36/TGFB1/ICAM1/ZFP36L1/UBE2L3/DDIT4/SERPINF1"	8
"GO:0043903"	"GO:0043903"	"regulation of symbiosis, encompassing mutualism through parasitism"	"16/452"	"222/18670"	0.000107029118489894	0.00762990631133044	0.00674254803546507	"SUPT4H1/CCL4/ZFP36/POLR2K/IFITM3/CSF1R/BST2/LGALS9/ISG15/APOBEC3A/POLR2H/PPIB/POLR2I/PLSCR1/IFITM2/ISG20"	16
"GO:0032543"	"GO:0032543"	"mitochondrial translation"	"12/452"	"135/18670"	0.000110196545932082	0.00772477786983896	0.00682638602958214	"MRPL46/MRPL51/MRPL13/MRPL39/MRPL34/TSFM/MRPL14/MRPL4/MRPL16/MRPS6/MRPS26/UQCC2"	12
"GO:0010737"	"GO:0010737"	"protein kinase A signaling"	"6/452"	"33/18670"	0.000123831222452212	0.00853826428908206	0.00754526395994413	"PDE4A/EZR/MYOM1/RAMP3/AIP/LCP1"	6
"GO:0090199"	"GO:0090199"	"regulation of release of cytochrome c from mitochondria"	"7/452"	"48/18670"	0.000145256616300445	0.00985402142193016	0.0087079985086056	"CHCHD10/ARRB2/TRIAP1/PRELID1/PMAIP1/CLU/BAX"	7
"GO:0031342"	"GO:0031342"	"negative regulation of cell killing"	"5/452"	"22/18670"	0.000152372226735904	0.0101726600897018	0.0089895794921383	"SERPINB9/HSP90AB1/ARRB2/LGALS9/LILRB1"	5
"GO:0042098"	"GO:0042098"	"T cell proliferation"	"14/452"	"184/18670"	0.00016222775664571	0.0105453916418656	0.00931896235639002	"PRDX2/TGFB1/CCND3/EBI3/LGALS9/TNFSF13B/PRNP/VSIR/MSN/RIPK2/RPS3/LILRB1/BAX/CLECL1"	14
"GO:0140053"	"GO:0140053"	"mitochondrial gene expression"	"13/452"	"162/18670"	0.000162969675872864	0.0105453916418656	0.00931896235639002	"CHCHD10/MRPL46/MRPL51/MRPL13/MRPL39/MRPL34/TSFM/MRPL14/MRPL4/MRPL16/MRPS6/MRPS26/UQCC2"	13
"GO:1990542"	"GO:1990542"	"mitochondrial transmembrane transport"	"10/452"	"101/18670"	0.000168549657325187	0.0107412099804505	0.00949200701778683	"ATP5F1E/ROMO1/TOMM7/ATP5MG/ATP5F1B/TOMM20/UCP2/ATP5MC2/TIMM9/ATP5F1A"	10
"GO:0022900"	"GO:0022900"	"electron transport chain"	"14/452"	"186/18670"	0.000181676276786166	0.0114049316442182	0.0100785378371085	"COX6A1/COQ9/NDUFA4/NDUFA6/COX6B1/COX7B/ETFB/UQCR11/COX6C/NDUFA3/GLRX5/NDUFB2/COX4I1/COX7A1"	14
"GO:0070671"	"GO:0070671"	"response to interleukin-12"	"7/452"	"50/18670"	0.000189023413672104	0.01163349033127	0.0102805151437081	"SOD1/MSN/AIP/RIPK2/TALDO1/LCP1/HNRNPF"	7
"GO:0042776"	"GO:0042776"	"mitochondrial ATP synthesis coupled proton transport"	"5/452"	"23/18670"	0.00019084898546306	0.01163349033127	0.0102805151437081	"ATP5F1E/ATP5MG/ATP5F1B/ATP5MC2/ATP5F1A"	5
"GO:0006415"	"GO:0006415"	"translational termination"	"10/452"	"104/18670"	0.00021472052239165	0.0127828200241003	0.0112961777673745	"MRPL46/MRPL51/MRPL13/MRPL39/MRPL34/MRPL14/MRPL4/MRPL16/MRPS6/MRPS26"	10
"GO:0015980"	"GO:0015980"	"energy derivation by oxidation of organic compounds"	"18/452"	"285/18670"	0.000215782268595132	0.0127828200241003	0.0112961777673745	"COX6A1/COQ9/NDUFA4/CAVIN3/TRAP1/NDUFA6/COX6B1/COX7B/ETFB/UQCR11/FAHD1/PRELID1/COX6C/NDUFA3/NDUFB2/MDH1/COX4I1/CALM1"	18
"GO:0006364"	"GO:0006364"	"rRNA processing"	"15/452"	"214/18670"	0.000236302935901734	0.0138040298389263	0.0121986208577343	"SNU13/PIH1D1/RPL27/RPL35/NOB1/RPS17/MRTO4/RPS16/RPS28/RPL5/RPS15/MPHOSPH6/POP5/ISG20/RPL7"	15
"GO:0070374"	"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	"15/452"	"215/18670"	0.000248519919863342	0.0143188326430851	0.0126535520841739	"GLIPR2/CCL7/CCL2/SCIMP/CCL23/CCL4/TGFB1/ICAM1/ARRB2/CSF1R/CAVIN3/RAMP3/NRP1/LGALS9/RIPK2"	15
"GO:0009206"	"GO:0009206"	"purine ribonucleoside triphosphate biosynthetic process"	"13/452"	"171/18670"	0.000277881455221907	0.0156920068573126	0.0138670261063571	"HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/EIF6/TMSB4X/NME3/ATP5MC2/ATP5F1A/PKM"	13
"GO:0045953"	"GO:0045953"	"negative regulation of natural killer cell mediated cytotoxicity"	"4/452"	"14/18670"	0.00027981467291927	0.0156920068573126	0.0138670261063571	"SERPINB9/ARRB2/LGALS9/LILRB1"	4
"GO:0009145"	"GO:0009145"	"purine nucleoside triphosphate biosynthetic process"	"13/452"	"172/18670"	0.000294132245527629	0.016277897693279	0.0143847778249038	"HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/EIF6/TMSB4X/NME3/ATP5MC2/ATP5F1A/PKM"	13
