"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030032","GO:0030032","lamellipodium assembly","10/408","73/18614",4.15974480377628e-06,8.03560181051758e-05,5.88320105697468e-05,"10109/5295/3320/3688/5880/51225/998/10097/832/7414",10
"GO:0002716","GO:0002716","negative regulation of natural killer cell mediated immunity","6/408","21/18614",4.38821730783092e-06,8.41830311842561e-05,6.16339273300362e-05,"3824/3106/3105/7040/3133/3134",6
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","8/408","44/18614",4.41772509630622e-06,8.41830311842561e-05,6.16339273300362e-05,"2316/10109/6281/811/57580/998/5034/3987",8
"GO:0035303","GO:0035303","regulation of dephosphorylation","13/408","127/18614",4.419815670616e-06,8.41830311842561e-05,6.16339273300362e-05,"3458/801/5341/5788/7040/7184/8826/11314/5478/2771/23645/808/2280",13
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","15/408","168/18614",4.56749176085899e-06,8.65911461267965e-05,6.33970092633304e-05,"7305/3398/864/4092/30009/3123/3134/301/3659/3146/11314/4067/6693/1051/9750",15
"GO:0045123","GO:0045123","cellular extravasation","10/408","74/18614",4.71694500585016e-06,8.90104992770613e-05,6.51683191597719e-05,"4267/3683/3688/3676/1524/101/6693/6404/3695/9750",10
"GO:0030901","GO:0030901","midbrain development","11/408","91/18614",4.81631942325306e-06,9.00519172898141e-05,6.59307849585824e-05,"801/60/3309/4155/10971/387/4929/998/7533/808/8655",11
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","11/408","91/18614",4.81631942325306e-06,9.00519172898141e-05,6.59307849585824e-05,"6352/6351/6846/6348/7852/1524/4067/6349/5473/5196/5197",11
"GO:0050777","GO:0050777","negative regulation of immune response","16/408","191/18614",5.04712554113363e-06,9.39364552769894e-05,6.87748181163848e-05,"3824/3106/55646/3105/5788/4092/7040/3133/30009/3123/3134/301/2534/11126/11314/4067",16
"GO:0002886","GO:0002886","regulation of myeloid leukocyte mediated immunity","9/408","60/18614",5.88125503416705e-06,0.00010825465316197,7.9257771218993e-05,"7305/3689/3133/5880/1524/11314/3684/4067/8673",9
"GO:0002223","GO:0002223","stimulatory C-type lectin receptor signaling pathway","6/408","22/18614",5.92266625493604e-06,0.00010825465316197,7.9257771218993e-05,"3824/7305/22914/2534/3823/4067",6
"GO:1990840","GO:1990840","response to lectin","6/408","22/18614",5.92266625493604e-06,0.00010825465316197,7.9257771218993e-05,"3824/7305/22914/2534/3823/4067",6
"GO:1990858","GO:1990858","cellular response to lectin","6/408","22/18614",5.92266625493604e-06,0.00010825465316197,7.9257771218993e-05,"3824/7305/22914/2534/3823/4067",6
"GO:0072677","GO:0072677","eosinophil migration","7/408","33/18614",6.02777133550553e-06,0.000109683910551431,8.03041904894652e-05,"6352/6351/6846/6348/11314/101/6349",7
"GO:0034314","GO:0034314","Arp2/3 complex-mediated actin nucleation","8/408","46/18614",6.25971362909816e-06,0.000113398190009796,8.30235702385651e-05,"10109/81873/10788/10094/10092/10093/10097/10095",8
"GO:0035306","GO:0035306","positive regulation of dephosphorylation","9/408","61/18614",6.7671339758218e-06,0.000120977360023902,8.85725984370027e-05,"3458/801/5341/5788/7040/11314/5478/23645/808",9
"GO:0043903","GO:0043903","regulation of biological process involved in symbiotic interaction","9/408","61/18614",6.7671339758218e-06,0.000120977360023902,8.85725984370027e-05,"10581/3956/3123/3146/8519/10410/5034/4061/8724",9
"GO:1900024","GO:1900024","regulation of substrate adhesion-dependent cell spreading","9/408","61/18614",6.7671339758218e-06,0.000120977360023902,8.85725984370027e-05,"2316/10109/81/6281/811/57580/998/5034/3987",9
"GO:0090322","GO:0090322","regulation of superoxide metabolic process","7/408","34/18614",7.44840077071553e-06,0.00013199861539755,9.66417216703823e-05,"1535/7305/3689/7040/2950/3684/2771",7
"GO:2000406","GO:2000406","positive regulation of T cell migration","7/408","34/18614",7.44840077071553e-06,0.00013199861539755,9.66417216703823e-05,"6352/6846/3676/58515/387/101/6693",7
"GO:1905475","GO:1905475","regulation of protein localization to membrane","15/408","175/18614",7.52886287994391e-06,0.00013284694847901,9.72628218940122e-05,"3002/3458/3689/975/60/5295/7040/2534/3688/51225/3684/2040/8673/382/10857",15
"GO:0010959","GO:0010959","regulation of metal ion transport","25/408","423/18614",7.70547156382145e-06,0.000135377164198863,9.91152989266507e-05,"6352/6351/3458/1535/567/801/2316/967/79026/81/2534/7402/3688/387/6348/7852/4067/2149/2040/2745/7009/2771/7533/808/2280",25
"GO:0007249","GO:0007249","I-kappaB kinase/NF-kappaB signaling","20/408","293/18614",7.94024040008471e-06,0.000138903089574014,0.000101696776752836,"6275/3956/2316/9516/389/3123/2597/2534/2950/6095/5966/11214/387/4792/1524/7088/2149/114769/684/2280",20
"GO:0043300","GO:0043300","regulation of leukocyte degranulation","8/408","48/18614",8.71259267384739e-06,0.0001511171393132,0.000110639194760839,"3689/3134/5880/11314/3684/4067/3916/8673",8
"GO:2000404","GO:2000404","regulation of T cell migration","8/408","48/18614",8.71259267384739e-06,0.0001511171393132,0.000110639194760839,"6352/6846/3676/58515/387/101/6693/9750",8
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","12/408","116/18614",9.23288351133088e-06,0.000159462852509257,0.000116749441367632,"3458/864/5788/60/3561/3123/301/22890/387/7704/101/7535",12
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","10/408","80/18614",9.61903880423891e-06,0.000165431232768261,0.000121119142838185,"3458/4092/30009/3123/301/3146/6095/2207/6693/3726",10
"GO:0050866","GO:0050866","negative regulation of cell activation","17/408","225/18614",1.02258678250705e-05,0.000175128727962132,0.000128219085732308,"8530/7305/3398/864/5788/4092/30009/3123/3134/301/3659/3146/11314/4067/6693/1051/9750",17
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","12/408","118/18614",1.10111380458248e-05,0.000187750728379395,0.00013746018153907,"6352/6351/1072/5479/2597/3725/6348/1524/3482/2040/998/5196",12
"GO:0010720","GO:0010720","positive regulation of cell development","25/408","432/18614",1.10549987269516e-05,0.000187750728379395,0.00013746018153907,"3458/7305/3398/864/5788/60/3561/4092/7040/3123/301/3146/7133/3688/22890/23499/387/7852/1524/7704/4067/101/7535/5196/4673",25
"GO:0010922","GO:0010922","positive regulation of phosphatase activity","7/408","36/18614",1.11292774746515e-05,0.00018822794600282,0.000137809572573212,"3458/801/5341/5788/11314/23645/808",7
"GO:0042113","GO:0042113","B cell activation","19/408","276/18614",1.18556652042311e-05,0.000199684675092752,0.000146197524375794,"7305/3398/3956/975/5788/5295/3561/7040/30009/3688/22806/22890/3676/11314/121260/4067/9473/684/7535",19
"GO:0010921","GO:0010921","regulation of phosphatase activity","10/408","82/18614",1.20210999257882e-05,0.000201637873652315,0.000147627542948276,"3458/801/5341/5788/7184/11314/2771/23645/808/2280",10
"GO:0009615","GO:0009615","response to virus","24/408","408/18614",1.26691889678169e-05,0.000211637763249269,0.00015494888146575,"6352/6351/5551/10581/3458/10417/5366/5788/1072/60489/30009/3320/3716/3659/811/58515/8519/7852/684/10410/8673/1191/51251/4953",24
"GO:0051017","GO:0051017","actin filament bundle assembly","14/408","161/18614",1.28292810303106e-05,0.000213437344814474,0.000156266430594761,"5216/3936/5341/2316/5295/8477/389/6281/7184/387/71/998/51466/87",14
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","24/408","409/18614",1.31914919055061e-05,0.000218571223605052,0.000160025158545613,"3458/5216/3936/5341/10109/7040/4478/7114/81873/389/3320/5908/3146/3309/387/10094/10092/998/51466/382/8631/832/1191/136319",24
"GO:0002475","GO:0002475","antigen processing and presentation via MHC class Ib","6/408","25/18614",1.32959325252575e-05,0.000218589703479958,0.000160038688436982,"3107/3106/3105/567/3133/3134",6
"GO:0050764","GO:0050764","regulation of phagocytosis","11/408","101/18614",1.32998641960328e-05,0.000218589703479958,0.000160038688436982,"3458/1535/55646/5788/3561/3560/3146/811/2207/11314/8724",11
"GO:0051851","GO:0051851","modulation by host of symbiont process","10/408","83/18614",1.34045951483331e-05,0.000219426224195204,0.000160651140331957,"6352/6351/1072/5479/3725/6348/1524/3482/2040/998",10
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","11/408","102/18614",1.46187879013737e-05,0.000238344717943997,0.000174502162949029,"3002/3458/3689/975/5295/2534/3688/3684/2040/382/10857",11
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation","8/408","52/18614",1.60958148858241e-05,0.000259221757726719,0.000189787119248812,"3458/864/3561/3123/301/387/7704/7535",8
"GO:0002369","GO:0002369","T cell cytokine production","7/408","38/18614",1.62019919405185e-05,0.000259221757726719,0.000189787119248812,"3105/567/975/4092/30009/3134/7133",7
"GO:0002724","GO:0002724","regulation of T cell cytokine production","7/408","38/18614",1.62019919405185e-05,0.000259221757726719,0.000189787119248812,"3105/567/975/4092/30009/3134/7133",7
"GO:0050921","GO:0050921","positive regulation of chemotaxis","13/408","143/18614",1.62172591315784e-05,0.000259221757726719,0.000189787119248812,"6352/6351/6846/7040/7114/3146/811/5880/6348/7852/1524/5594/9750",13
"GO:1903900","GO:1903900","regulation of viral life cycle","13/408","143/18614",1.62172591315784e-05,0.000259221757726719,0.000189787119248812,"6352/10581/3956/60489/3123/3146/8519/684/10410/5034/5478/4061/8724",13
"GO:0043122","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","18/408","258/18614",1.67738072425415e-05,0.00026707046218984,0.000195533484920251,"6275/3956/2316/9516/389/3123/2597/2534/2950/6095/5966/11214/387/7088/2149/114769/684/2280",18
"GO:0061572","GO:0061572","actin filament bundle organization","14/408","165/18614",1.69563502219283e-05,0.000268049633950291,0.000196250377627466,"5216/3936/5341/2316/5295/8477/389/6281/7184/387/71/998/51466/87",14
"GO:0032816","GO:0032816","positive regulation of natural killer cell activation","6/408","26/18614",1.69668315895915e-05,0.000268049633950291,0.000196250377627466,"2214/7305/3133/3134/22890/3916",6
"GO:0002486","GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","5/408","16/18614",1.76663185016329e-05,0.000278022834797899,0.000203552176192356,"3107/3106/3105/3133/3134",5
"GO:0052548","GO:0052548","regulation of endopeptidase activity","21/408","336/18614",1.80768040923327e-05,0.000283388667232108,0.000207480727132644,"8530/5366/2597/2534/831/5720/3146/4155/5698/387/1509/4067/2149/114769/25824/5721/27166/10550/27018/7076/1032",21
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","11/408","105/18614",1.92794921695054e-05,0.000301085096103081,0.000220437024805598,"6352/3105/975/5788/3115/3133/3113/301/3146/58515/7535",11
"GO:0007162","GO:0007162","negative regulation of cell adhesion","20/408","312/18614",1.98771492217051e-05,0.000309233817662863,0.000226403045574665,"864/5788/5295/4092/7040/30009/81/3123/301/1843/3659/80709/3146/4155/387/11314/6693/1051/8763/9750",20
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","10/408","87/18614",2.03987188931092e-05,0.000316141362008795,0.000231460348456933,"6352/3689/3683/3688/3676/3684/4067/3695/8631/83706",10
"GO:0002237","GO:0002237","response to molecule of bacterial origin","22/408","366/18614",2.09238210537367e-05,0.000323051115966026,0.000236519269088292,"6352/567/10417/7538/22914/9516/7040/3146/7133/2950/387/4792/6348/1524/4067/2149/114769/5594/1051/5473/5196/5197",22
"GO:1902743","GO:1902743","regulation of lamellipodium organization","8/408","54/18614",2.14197385131692e-05,0.000329459827093122,0.00024121135525257,"10109/5295/3320/5880/51225/998/10097/832",8
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","10/408","88/18614",2.25710631553263e-05,0.000345863358725978,0.000253221068640088,"801/5788/7040/7184/11314/5478/2771/23645/808/2280",10
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","15/408","192/18614",2.28297094516371e-05,0.000348516463389037,0.000255163517821373,"6275/3956/2316/9516/389/3123/2597/2534/5966/11214/387/2149/114769/684/2280",15
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","9/408","71/18614",2.39599693886788e-05,0.000364406101597966,0.000266796988283207,"3458/4092/30009/3123/301/3146/6095/6693/3726",9
"GO:0002476","GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","5/408","17/18614",2.45780536767755e-05,0.000369668438326705,0.000270649765677446,"3107/3106/3105/3133/3134",5
"GO:0002484","GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","5/408","17/18614",2.45780536767755e-05,0.000369668438326705,0.000270649765677446,"3107/3106/3105/3133/3134",5
"GO:0033631","GO:0033631","cell-cell adhesion mediated by integrin","5/408","17/18614",2.45780536767755e-05,0.000369668438326705,0.000270649765677446,"6352/3688/3676/8631/83706",5
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","13/408","149/18614",2.51630782180345e-05,0.000375878352257886,0.000275196304078071,"5216/5341/10109/7114/81873/11034/387/10094/10092/51466/382/832/136319",13
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","11/408","108/18614",2.51753655952902e-05,0.000375878352257886,0.000275196304078071,"5216/5341/2316/5295/8477/389/6281/387/71/998/51466",11
"GO:0017157","GO:0017157","regulation of exocytosis","15/408","194/18614",2.57844326813216e-05,0.000383566962076886,0.00028082545774701,"3458/3689/3134/301/6281/5908/51762/5880/11314/3684/4067/3916/8673/2771/808",15
"GO:0032496","GO:0032496","response to lipopolysaccharide","21/408","345/18614",2.67486194376389e-05,0.00039523794990446,0.000289370277356321,"6352/10417/7538/22914/9516/7040/3146/7133/2950/387/4792/6348/1524/4067/2149/114769/5594/1051/5473/5196/5197",21
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","9/408","72/18614",2.68598901186299e-05,0.00039523794990446,0.000289370277356321,"3458/4092/30009/3123/301/3146/6095/6693/3726",9
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","9/408","72/18614",2.68598901186299e-05,0.00039523794990446,0.000289370277356321,"3458/4092/30009/3123/301/3146/6095/6693/3726",9
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly","15/408","195/18614",2.73845890526891e-05,0.000401509298484752,0.00029396179463981,"3458/5216/3936/5341/10109/7040/4478/389/3320/5908/387/51466/382/8631/1191",15
"GO:0048525","GO:0048525","negative regulation of viral process","10/408","90/18614",2.75165315397766e-05,0.000401997786939533,0.000294319437522229,"6352/10581/7538/60489/8519/684/10410/5478/4061/8724",10
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","12/408","130/18614",2.93832041115469e-05,0.000426213309461442,0.000312048637034034,"3458/864/5788/60/3561/3123/301/22890/387/7704/101/7535",12
"GO:0050864","GO:0050864","regulation of B cell activation","12/408","130/18614",2.93832041115469e-05,0.000426213309461442,0.000312048637034034,"7305/3398/975/5788/3561/7040/30009/22806/11314/121260/4067/9473",12
"GO:0097581","GO:0097581","lamellipodium organization","10/408","91/18614",3.03190268628043e-05,0.000438228203875144,0.000320845245076709,"10109/5295/3320/3688/5880/51225/998/10097/832/7414",10
"GO:0032388","GO:0032388","positive regulation of intracellular transport","15/408","197/18614",3.08498851903769e-05,0.000444325554897442,0.000325309371451435,"3002/3458/3689/975/2316/5295/7040/4478/3320/2534/5880/3684/6342/2040/4946",15
"GO:0030832","GO:0030832","regulation of actin filament length","13/408","152/18614",3.10726682050577e-05,0.000445958435224701,0.00032650487161356,"5216/5341/10109/7114/81873/11034/387/10094/10092/51466/382/832/136319",13
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","22/408","376/18614",3.15309109631468e-05,0.000450947344160653,0.000330157461054556,"5216/5341/2316/10109/5295/7114/81873/8477/389/6281/11034/11214/387/71/10094/10092/998/51466/382/832/1191/136319",22
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion","12/408","131/18614",3.1717412435429e-05,0.000451500808373358,0.000330562675414098,"1535/801/2316/5788/6348/4067/2149/309/2812/2815/808/2280",12
"GO:0002448","GO:0002448","mast cell mediated immunity","8/408","57/18614",3.21234628136099e-05,0.000451500808373358,0.000330562675414098,"10417/5880/5730/5729/11314/4067/8673/8773",8
"GO:0043666","GO:0043666","regulation of phosphoprotein phosphatase activity","8/408","57/18614",3.21234628136099e-05,0.000451500808373358,0.000330562675414098,"801/5788/7184/11314/2771/23645/808/2280",8
"GO:0045010","GO:0045010","actin nucleation","8/408","57/18614",3.21234628136099e-05,0.000451500808373358,0.000330562675414098,"10109/81873/10788/10094/10092/10093/10097/10095",8
"GO:0061756","GO:0061756","leukocyte adhesion to vascular endothelial cell","8/408","57/18614",3.21234628136099e-05,0.000451500808373358,0.000330562675414098,"3689/3688/3676/387/1524/6693/6404/3695",8
"GO:0010592","GO:0010592","positive regulation of lamellipodium assembly","6/408","29/18614",3.31119679129224e-05,0.000463795124443545,0.000339563859768981,"10109/5295/3320/5880/998/10097",6
"GO:0035455","GO:0035455","response to interferon-alpha","5/408","18/18614",3.34206125105047e-05,0.000466515125317867,0.000341555286471813,"10581/149628/8519/684/10410",5
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion","12/408","133/18614",3.68729814836856e-05,0.000512949735588746,0.000375552011878026,"1535/801/2316/5788/6348/4067/2149/309/2812/2815/808/2280",12
"GO:0042554","GO:0042554","superoxide anion generation","7/408","43/18614",3.76462440491496e-05,0.000521925478722224,0.000382123529822196,"1535/7305/3689/7040/2950/3684/2771",7
"GO:0090316","GO:0090316","positive regulation of intracellular protein transport","13/408","155/18614",3.8160328379236e-05,0.000527259316860223,0.000386028656396553,"3002/3458/3689/975/2316/5295/7040/3320/2534/5880/3684/2040/4946",13
"GO:1901214","GO:1901214","regulation of neuron death","20/408","327/18614",3.87758799871489e-05,0.000533954347390604,0.000390930369002728,"6352/3458/7305/3689/7314/3134/2534/7133/3725/387/7832/6348/4929/1524/3684/2149/28996/101/1051/1191",20
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","26/408","495/18614",3.91842334738095e-05,0.000537760726058072,0.000393717178444976,"6352/6351/6846/975/5788/7040/3123/5908/3146/9046/11214/8826/4616/3725/6348/2149/28996/152007/101/998/5478/10550/2771/6349/222166/55004",26
"GO:0002440","GO:0002440","production of molecular mediator of immune response","20/408","328/18614",4.04762437240816e-05,0.000553628085299854,0.000405334337540697,"3105/567/10417/975/5788/9516/4092/7040/3115/3133/30009/3113/3123/3134/7133/11126/121260/10666/684/7009",20
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","24/408","439/18614",4.14399373605734e-05,0.0005649136611428,0.00041359698087388,"3458/801/5341/5788/4092/7040/5305/1843/2950/8826/4616/3725/11314/79888/4067/5478/5997/2771/23645/5577/808/8655/1032/2280",24
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","24/408","440/18614",4.29600856381058e-05,0.00058061930605975,0.000425095742130931,"3458/801/5341/5788/4092/7040/5305/1843/2950/8826/4616/3725/11314/79888/4067/5478/5997/2771/23645/5577/808/8655/1032/2280",24
"GO:0010572","GO:0010572","positive regulation of platelet activation","4/408","10/18614",4.30193892124741e-05,0.00058061930605975,0.000425095742130931,"5341/2316/2812/2815",4
"GO:0035747","GO:0035747","natural killer cell chemotaxis","4/408","10/18614",4.30193892124741e-05,0.00058061930605975,0.000425095742130931,"6352/6351/22914/6348",4
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","16/408","227/18614",4.34017207038153e-05,0.000583846249467826,0.000427458322721266,"3458/7305/3398/975/5295/7040/3123/3725/6348/4627/4067/1051/998/7351/5196/3726",16
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis","10/408","96/18614",4.82910971894718e-05,0.00064748194784305,0.00047404868605316,"6352/6351/6846/3146/811/5880/6348/1524/5594/9750",10
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","6/408","31/18614",4.94563117927912e-05,0.000660930907762023,0.000483895233589519,"567/3115/3113/3123/2207/1509",6
"GO:0050920","GO:0050920","regulation of chemotaxis","16/408","230/18614",5.08151383483709e-05,0.000676870927803791,0.000495565590703927,"6352/6351/6846/22914/7040/7114/1843/3146/811/5880/6348/7852/1524/4067/5594/9750",16
"GO:0031295","GO:0031295","T cell costimulation","7/408","45/18614",5.10546145427472e-05,0.000677845631518689,0.000496279212167626,"3956/975/22914/1326/2534/11126/4067",7
"GO:0042176","GO:0042176","regulation of protein catabolic process","21/408","361/18614",5.1741354309583e-05,0.000684732987551494,0.000501321734339261,"3458/975/2316/7314/4092/4478/3320/2534/5720/7133/6923/79888/101/5721/1191/4946/5476/7076/8724/9978/4953",21
"GO:0034612","GO:0034612","response to tumor necrosis factor","17/408","257/18614",5.60917565141757e-05,0.000739902911170809,0.000541713948961635,"6352/6351/1535/6846/7538/7114/81/7133/4155/2950/6095/4792/6348/114769/5594/6349/3987",17
"GO:0035307","GO:0035307","positive regulation of protein dephosphorylation","7/408","46/18614",5.90947249631456e-05,0.000777000319192844,0.000568874517047599,"801/5788/7040/11314/5478/23645/808",7
"GO:0031348","GO:0031348","negative regulation of defense response","18/408","284/18614",5.95134046969742e-05,0.000778117903988618,0.000569692747742299,"8530/3824/3106/55646/3105/5788/7538/284207/7040/3133/3123/3134/2534/7133/2950/6095/313/4067",18
"GO:0032233","GO:0032233","positive regulation of actin filament bundle assembly","8/408","62/18614",5.97491839841797e-05,0.000778117903988618,0.000569692747742299,"5216/5341/8477/389/6281/387/998/51466",8
"GO:0035456","GO:0035456","response to interferon-beta","6/408","32/18614",5.97524298205195e-05,0.000778117903988618,0.000569692747742299,"10581/149628/3659/8519/684/10410",6
"GO:0030041","GO:0030041","actin filament polymerization","13/408","162/18614",6.04073219270327e-05,0.000784140905014602,0.000574102439366871,"5216/10109/7114/81873/387/57580/10094/10092/51466/10093/382/832/136319",13
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","17/408","259/18614",6.17590733693479e-05,0.000799142803344324,0.000585085958235928,"5366/5295/2923/3309/7184/811/79668/58515/3725/10130/1051/23753/5034/54499/7009/23645/1191",17
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","9/408","80/18614",6.27303787085819e-05,0.000809142479798037,0.000592407140702297,"3105/567/10417/975/3133/30009/3134/11126/10666",9
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","16/408","235/18614",6.5667999957432e-05,0.000844362043616697,0.000618192860299916,"6352/6351/1535/6846/7538/7114/81/7133/2950/6095/4792/6348/114769/5594/6349/3987",16
"GO:0002423","GO:0002423","natural killer cell mediated immune response to tumor cell","4/408","11/18614",6.64327800416045e-05,0.00084884016128395,0.000621471478033159,"4818/7040/11126/10666",4
"GO:0043320","GO:0043320","natural killer cell degranulation","4/408","11/18614",6.64327800416045e-05,0.00084884016128395,0.000621471478033159,"4818/2214/3134/3916",4
"GO:0051101","GO:0051101","regulation of DNA binding","11/408","120/18614",6.70082720318495e-05,0.000853517865005683,0.000624896221086491,"3001/3458/801/149628/7040/7114/3146/3725/4792/28996/808",11
"GO:0031294","GO:0031294","lymphocyte costimulation","7/408","47/18614",6.81411698634302e-05,0.000865244262814148,0.000633481608666419,"3956/975/22914/1326/2534/11126/4067",7
"GO:0038094","GO:0038094","Fc-gamma receptor signaling pathway","6/408","33/18614",7.16912428171893e-05,0.000904685776231775,0.000662358394612128,"2214/919/5788/2534/2207/4067",6
"GO:0050901","GO:0050901","leukocyte tethering or rolling","6/408","33/18614",7.16912428171893e-05,0.000904685776231775,0.000662358394612128,"3688/3676/1524/6693/6404/3695",6
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","16/408","237/18614",7.26026948640086e-05,0.000913359827980552,0.000668709031642184,"1535/7305/3689/5366/7040/2534/2950/5880/387/8644/3684/57580/25824/4718/7351/2771",16
"GO:0002837","GO:0002837","regulation of immune response to tumor cell","5/408","21/18614",7.51822849840729e-05,0.000938491876791984,0.000687109258484911,"7040/3123/3146/11126/10666",5
"GO:0051893","GO:0051893","regulation of focal adhesion assembly","8/408","64/18614",7.52911785355689e-05,0.000938491876791984,0.000687109258484911,"7094/6281/23499/387/71/5786/3987/7414",8
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly","8/408","64/18614",7.52911785355689e-05,0.000938491876791984,0.000687109258484911,"7094/6281/23499/387/71/5786/3987/7414",8
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","15/408","214/18614",7.97009135018892e-05,0.000990429644614941,0.000725135076308909,"3458/7305/567/3398/7538/5295/7040/3123/4792/6348/7704/4067/1051/5196/222166",15
"GO:0010324","GO:0010324","membrane invagination","8/408","65/18614",8.42377679835431e-05,0.00104362657234323,0.000764082777902239,"3689/387/51411/4627/11314/3684/998/8724",8
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","12/408","145/18614",8.58197215042265e-05,0.00106000359045826,0.000776073079631522,"6352/3105/2214/975/5788/3115/3133/3113/301/3146/58515/7535",12
"GO:0001666","GO:0001666","response to hypoxia","18/408","293/18614",8.87345979535587e-05,0.00109269553250364,0.000800008221333563,"1535/5366/7049/81/7184/6095/387/7852/4929/430/28996/114769/101/57085/5034/51142/7351/7009",18
"GO:0002834","GO:0002834","regulation of response to tumor cell","5/408","22/18614",9.55527610808775e-05,0.001160758499468,0.00084983997365626,"7040/3123/3146/11126/10666",5
"GO:0032516","GO:0032516","positive regulation of phosphoprotein phosphatase activity","5/408","22/18614",9.55527610808775e-05,0.001160758499468,0.00084983997365626,"801/5788/11314/23645/808",5
"GO:0043371","GO:0043371","negative regulation of CD4-positive, alpha-beta T cell differentiation","5/408","22/18614",9.55527610808775e-05,0.001160758499468,0.00084983997365626,"864/4092/30009/301/3146",5
"GO:0046597","GO:0046597","negative regulation of viral entry into host cell","5/408","22/18614",9.55527610808775e-05,0.001160758499468,0.00084983997365626,"10581/8519/10410/4061/8724",5
"GO:0110020","GO:0110020","regulation of actomyosin structure organization","10/408","104/18614",9.56856859227789e-05,0.001160758499468,0.00084983997365626,"5216/5295/8477/389/6281/11214/387/71/998/51466",10
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","11/408","125/18614",9.71057527021287e-05,0.0011710149349523,0.000857349140176066,"5295/7094/6281/7402/23499/387/71/5786/8631/3987/7414",11
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","11/408","125/18614",9.71057527021287e-05,0.0011710149349523,0.000857349140176066,"2316/10109/6281/7402/811/57580/998/5034/8631/3987/6251",11
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","6/408","35/18614",0.000101248189411064,0.00121736761073598,0.000891285877908297,"567/3115/3113/3123/2207/1509",6
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","12/408","148/18614",0.000104475422603423,0.00125247594862221,0.000916990164336542,"6352/3105/2214/975/5788/3115/3133/3113/301/3146/58515/7535",12
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","13/408","171/18614",0.000104957513915064,0.00125456547424574,0.000918519993669409,"5366/2534/5720/3146/4155/387/1509/4067/2149/5721/27166/10550/27018",13
"GO:0001667","GO:0001667","ameboidal-type cell migration","25/408","496/18614",0.000106141859888969,0.00126268493824362,0.000924464593750497,"3458/5216/9839/7040/7114/301/3146/3688/811/8826/23499/3676/3725/387/4627/152007/998/3695/397/51466/10487/382/309/6678/7076",25
"GO:0120032","GO:0120032","regulation of plasma membrane bounded cell projection assembly","14/408","195/18614",0.000106256362565644,0.00126268493824362,0.000924464593750497,"23224/5216/10109/5295/989/3320/5880/51225/998/51466/10097/382/832/9750",14
"GO:0006457","GO:0006457","protein folding","15/408","220/18614",0.000108665104555548,0.0012875551342105,0.000942673107144975,"567/3320/5479/2923/3309/7456/7184/811/51303/10130/23753/5034/5478/1191/2280",15
