"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002237","GO:0002237","response to molecule of bacterial origin","43/462","366/18614",2.02557450045547e-17,8.60316733284361e-15,5.84605999365905e-15,"6280/6279/3576/3553/6648/6348/929/2920/4792/6556/728/64332/948/114548/7128/10221/1051/7097/1604/11213/7099/5142/7538/968/6868/5724/114769/23643/10288/7133/706/4067/57162/3055/5743/3587/140885/55122/8767/834/2353/5606/7124",43
"GO:0045088","GO:0045088","regulation of innate immune response","42/462","373/18614",2.2775982249002e-16,8.86744908894478e-14,6.02564583008685e-14,"929/1520/2219/2069/653361/4792/4332/64332/948/64581/114548/7128/7097/26253/11213/7099/2896/7305/4814/9958/51296/2268/4671/54502/1378/23643/409/4067/57162/3105/3055/5359/54625/55122/8767/2534/834/5272/7124/3659/1654/9636",42
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","39/462","329/18614",4.97846072585257e-16,1.78918219316794e-13,1.21579251410294e-13,"929/2219/4792/4332/728/64332/2357/64581/7128/26253/3958/7099/2533/5142/5788/7305/4814/2268/1378/7805/23643/2207/9473/10288/4067/57162/3105/3055/150372/5359/4214/8767/2534/5621/27342/3937/2885/51324/2209",39
"GO:0006909","GO:0006909","phagocytosis","33/462","236/18614",7.51444473744252e-16,2.5076775580951e-13,1.7040274682802e-13,"7057/3553/929/2219/6556/948/64581/22918/4688/7097/7099/4035/5788/7305/9936/301/3684/3949/2268/11031/2207/10326/3689/4067/3055/5359/1130/140885/5806/5873/2534/2209/7124",33
"GO:0050867","GO:0050867","positive regulation of cell activation","42/462","394/18614",1.61359508162478e-15,5.02581081423399e-13,3.41515983591603e-13,"7057/3553/6348/120892/64332/64581/114548/5341/604/1604/683/1026/9308/7099/8660/2309/5788/7305/301/3684/10673/2268/1378/5724/10326/10288/3689/4067/57162/3105/64115/6604/353514/140885/55122/920/8767/2534/3572/4179/4860/7124",42
"GO:1903706","GO:1903706","regulation of hemopoiesis","43/462","415/18614",2.03495459305558e-15,5.94206741172229e-13,4.03777832411554e-13,"6348/4792/9935/1441/64332/114548/677/10221/10875/28959/1051/1230/604/11025/3091/2124/9308/7099/2309/7538/5788/7305/301/1378/10288/4067/1499/64115/6604/150372/9770/920/8767/3398/7071/4179/2353/4853/4860/6772/7124/3659/9636",43
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","37/462","319/18614",5.82774075685827e-15,1.60160028329658e-12,1.08832607570802e-12,"6348/9935/64332/114548/677/10221/10875/28959/1051/1230/604/11025/2124/9308/7099/2309/5788/7305/301/1378/10288/4067/1499/64115/6604/150372/9770/920/8767/3398/7071/4179/2353/4853/4860/7124/3659",37
"GO:0002683","GO:0002683","negative regulation of immune system process","46/462","487/18614",6.69601680299178e-15,1.73798836130987e-12,1.18100506887855e-12,"7057/6348/9935/4332/7128/196/10221/10875/28959/1051/604/3958/1604/11025/11213/7099/1843/5788/2896/7305/301/9958/968/64092/3949/2268/1378/7805/409/10288/4067/57162/3105/3055/1499/64115/54625/2534/3398/5621/27342/5272/4179/7124/3659/9636",46
"GO:0050900","GO:0050900","leukocyte migration","41/462","393/18614",7.49061932770498e-15,1.81325326732533e-12,1.23214939037789e-12,"6283/6280/6279/7057/3576/3553/6349/6348/2920/1441/728/54210/6402/1230/3958/683/5142/1843/301/4814/6868/5724/120425/2207/240/3689/4067/23765/3055/7422/5025/5339/1130/3383/140885/2534/27342/158747/102/7124/6351",41
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","31/462","224/18614",7.76221432930365e-15,1.81325326732533e-12,1.23214939037789e-12,"3576/3553/6348/929/2920/4792/64332/948/114548/7128/10221/1051/7097/1604/7099/5142/7538/968/5724/114769/23643/10288/7133/706/4067/3055/140885/8767/834/5606/7124",31
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","40/462","377/18614",9.20773913221927e-15,1.97522857716027e-12,1.34221552557574e-12,"7057/3553/6348/120892/64332/64581/114548/604/1604/683/1026/9308/7099/8660/2309/5788/7305/301/3684/10673/2268/1378/5724/10326/10288/3689/4067/57162/3105/64115/6604/140885/55122/920/8767/2534/3572/4179/4860/7124",40
"GO:0030595","GO:0030595","leukocyte chemotaxis","32/462","241/18614",9.34616776847225e-15,1.97522857716027e-12,1.34221552557574e-12,"6283/6280/6279/7057/3576/3553/6349/6348/2920/1441/728/54210/1230/3958/683/5142/1843/301/4814/6868/120425/2207/240/3689/4067/23765/7422/5339/1130/158747/102/6351",32
"GO:0050729","GO:0050729","positive regulation of inflammatory response","26/462","154/18614",9.72394205365713e-15,1.97522857716027e-12,1.34221552557574e-12,"6283/6280/6279/3553/283131/6348/4792/120892/64332/114548/1051/7097/7099/2896/4814/3949/4671/23765/5743/353514/3572/834/2209/7124/5008/241",26
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","35/462","302/18614",3.3274444156504e-14,6.47742512913277e-12,4.40156682350947e-12,"929/2219/4792/4332/728/64332/2357/64581/7128/3958/7099/2533/5142/5788/7305/4814/2268/1378/7805/23643/2207/9473/4067/57162/3105/3055/150372/5359/8767/2534/5621/27342/3937/2885/51324",35
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","31/462","237/18614",3.7568648109916e-14,7.02082895878109e-12,4.77082285050554e-12,"3576/3553/6348/929/2920/4792/64332/948/114548/7128/10221/1051/7097/1604/7099/5142/7538/968/5724/114769/23643/10288/7133/706/4067/3055/140885/8767/834/5606/7124",31
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","41/462","415/18614",4.77770332976249e-14,8.58516536794244e-12,5.83382722370999e-12,"6280/6279/3553/64332/114548/10875/1051/6402/604/3958/1604/9314/9308/960/2309/5788/301/10673/1378/5724/7805/10326/10288/240/3689/4067/57162/3105/64115/6604/3383/140885/920/8767/2534/5621/3572/4179/4860/7124/3659",41
"GO:0002274","GO:0002274","myeloid leukocyte activation","31/462","240/18614",5.32185963216996e-14,9.11209809815643e-12,6.19189074081647e-12,"6283/7057/3576/6348/120892/6556/728/22918/7097/6813/7099/3460/5788/2896/7305/301/3684/3949/2268/5724/3459/2207/3689/4067/5359/27342/3937/102/4853/7124/3725",31
"GO:0002758","GO:0002758","innate immune response-activating signaling pathway","29/462","209/18614",5.46101769581293e-14,9.11209809815643e-12,6.19189074081647e-12,"929/1520/2219/4792/64332/948/64581/114548/7128/7097/26253/11213/7099/7305/4814/9958/51296/4671/23643/409/4067/57162/3055/8767/2534/834/7124/3659/1654",29
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","36/462","327/18614",6.89367925241378e-14,1.11059549887163e-11,7.54676465527404e-12,"929/1520/2219/2069/4792/4332/64332/948/64581/114548/7128/7097/26253/11213/7099/2896/7305/4814/9958/51296/4671/54502/23643/409/4067/57162/3055/5359/55122/84034/8767/2534/834/7124/3659/1654",36
"GO:0060326","GO:0060326","cell chemotaxis","35/462","312/18614",8.87085935661522e-14,1.38148849713688e-11,9.38754800686018e-12,"6283/6280/6279/7057/3576/3553/6349/6348/2920/1441/728/54210/1230/3958/683/5142/1843/301/4814/6868/120425/409/2207/240/3689/4067/23765/7422/5025/5339/1130/1839/158747/102/6351",35
"GO:0002218","GO:0002218","activation of innate immune response","30/462","233/18614",1.49555793249955e-13,2.20056078390833e-11,1.49533420247556e-11,"929/1520/2219/4792/4332/64332/948/64581/114548/7128/7097/26253/11213/7099/7305/4814/9958/51296/4671/23643/409/4067/57162/3055/8767/2534/834/7124/3659/1654",30
"GO:0045089","GO:0045089","positive regulation of innate immune response","34/462","300/18614",1.50723341363584e-13,2.20056078390833e-11,1.49533420247556e-11,"929/1520/2219/2069/4792/4332/64332/948/64581/114548/7128/7097/26253/11213/7099/7305/4814/9958/51296/4671/54502/23643/409/4067/57162/3055/5359/55122/8767/2534/834/7124/3659/1654",34
"GO:0061900","GO:0061900","glial cell activation","16/462","55/18614",1.96154173689707e-13,2.7770675741767e-11,1.88708449074372e-11,"3553/6348/120892/728/7097/3460/4035/5788/2896/7305/3684/3949/3459/3689/7124/3725",16
"GO:0031663","GO:0031663","lipopolysaccharide-mediated signaling pathway","17/462","65/18614",2.4017377447234e-13,3.30027021863168e-11,2.24261332448476e-11,"3553/6348/929/4792/948/7128/10221/7097/1604/7099/5724/114769/23643/4067/3055/8767/7124",17
"GO:0150076","GO:0150076","neuroinflammatory response","18/462","76/18614",3.06344614042415e-13,4.08926296230333e-11,2.77875295023135e-11,"3553/6348/120892/728/7097/3460/4035/5788/2896/7305/3684/3949/3459/3689/7133/5743/7124/3725",18
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","37/462","378/18614",1.15215615947524e-12,1.49524266029675e-10,1.01605350204015e-10,"3553/64332/114548/10875/1051/604/3958/1604/9314/9308/960/2309/5788/301/10673/1378/5724/7805/10326/10288/240/3689/4067/57162/3105/64115/6604/140885/920/8767/2534/5621/3572/4179/4860/7124/3659",37
"GO:0071621","GO:0071621","granulocyte chemotaxis","22/462","131/18614",1.27041905892986e-12,1.60416157927576e-10,1.09006653818847e-10,"6283/6280/6279/7057/3576/3553/6349/6348/2920/1441/728/54210/3958/683/5142/301/120425/2207/3689/23765/158747/6351",22
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","29/462","239/18614",1.75542287356272e-12,2.15824622770659e-10,1.46658043951944e-10,"3553/4332/196/1051/604/3958/1604/683/1026/7099/8660/5788/7305/301/10673/1378/10288/7133/4067/57162/3105/1499/64115/8767/5621/3572/4179/4860/3659",29
"GO:0052547","GO:0052547","regulation of peptidase activity","39/462","425/18614",2.10759662868174e-12,2.52479267928234e-10,1.71565760650584e-10,"6280/6279/7057/1520/5329/64581/114548/5265/1509/334/9314/831/960/1508/4035/2896/1475/4671/1378/1512/7805/8301/114769/409/4067/7077/5743/64115/7422/10018/55122/8767/2534/834/5272/2537/10010/7124/1654",39
"GO:0097529","GO:0097529","myeloid leukocyte migration","29/462","241/18614",2.16827694192223e-12,2.53254746816516e-10,1.72092717285196e-10,"6283/6280/6279/7057/3576/3553/6349/6348/2920/1441/728/54210/1230/3958/683/5142/1843/301/120425/2207/3689/4067/23765/7422/5025/140885/27342/158747/6351",29
"GO:0032943","GO:0032943","mononuclear cell proliferation","33/462","313/18614",2.62898798194761e-12,2.97248007461642e-10,2.0198720045609e-10,"3553/4332/6556/64332/196/1051/604/3958/1604/683/1026/7099/8660/5788/7305/301/10673/1378/10288/7133/4067/57162/3105/1499/64115/64343/8767/2534/5621/3572/4179/4860/3659",33
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","29/462","243/18614",2.6721781492699e-12,2.97248007461642e-10,2.0198720045609e-10,"3553/4332/196/1051/604/3958/1604/683/1026/7099/8660/5788/7305/301/10673/1378/10288/7133/4067/57162/3105/1499/64115/8767/5621/3572/4179/4860/3659",29
"GO:0042742","GO:0042742","defense response to bacterium","33/462","314/18614",2.8713828031789e-12,3.11512141770024e-10,2.11680024238102e-10,"6283/6280/6279/3553/6556/728/64332/948/54210/1051/7097/26253/219972/4069/7099/2896/2268/4671/6868/2207/3105/1130/55122/920/84034/8767/57674/602/2209/4853/2634/7124/9636",33
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","42/462","491/18614",2.9337616091355e-12,3.11512141770024e-10,2.11680024238102e-10,"3553/64332/5329/114548/10875/1051/3557/604/3958/1604/9314/9308/960/2309/5788/301/10673/1378/5724/7805/10326/10288/240/3689/4067/57162/3105/64115/7422/6604/140885/920/84034/8767/2534/5621/3572/4179/4860/7124/3659/28984",42
"GO:0001774","GO:0001774","microglial cell activation","14/462","47/18614",4.47687116760322e-12,4.64798713223161e-10,3.1584195184775e-10,"6348/120892/728/7097/3460/5788/2896/7305/3684/3949/3459/3689/7124/3725",14
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","25/462","184/18614",4.98147787797669e-12,4.95180098849087e-10,3.36486837177552e-10,"64332/114548/677/10221/1230/604/2124/9308/2309/5788/7305/301/1378/10288/64115/6604/920/8767/3398/7071/4179/2353/4853/4860/7124",25
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","25/462","184/18614",4.98147787797669e-12,4.95180098849087e-10,3.36486837177552e-10,"64332/114548/677/10221/1230/604/2124/9308/2309/5788/7305/301/1378/10288/64115/6604/920/8767/3398/7071/4179/2353/4853/4860/7124",25
"GO:0032640","GO:0032640","tumor necrosis factor production","25/462","185/18614",5.62938610451906e-12,5.3394868932089e-10,3.6283103077501e-10,"7057/6348/929/120892/1536/948/64581/7128/7097/11213/7099/7538/5788/7305/5724/3459/23643/409/706/64115/353514/140885/8767/50856/602",25
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","25/462","185/18614",5.62938610451906e-12,5.3394868932089e-10,3.6283103077501e-10,"7057/6348/929/120892/1536/948/64581/7128/7097/11213/7099/7538/5788/7305/5724/3459/23643/409/706/64115/353514/140885/8767/50856/602",25
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","39/462","439/18614",5.75479289838629e-12,5.3394868932089e-10,3.6283103077501e-10,"3553/8870/1848/120892/7128/5341/10221/5997/3958/978/1026/11213/8660/1843/23645/4035/5788/84919/64092/203228/409/8826/706/4067/5339/54625/140885/9770/51422/6546/90007/5621/27342/7124/9043/9021/3192/4616/3725",39
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","30/462","268/18614",5.82863509318609e-12,5.3394868932089e-10,3.6283103077501e-10,"3553/4332/7128/196/1051/604/3958/1604/683/1026/7099/8660/5788/7305/301/10673/1378/10288/7133/4067/57162/3105/1499/64115/8767/5621/3572/4179/4860/3659",30
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","39/462","440/18614",6.17235199468367e-12,5.54562086906963e-10,3.76838332307003e-10,"3553/8870/1848/120892/7128/5341/10221/5997/3958/978/1026/11213/8660/1843/23645/4035/5788/84919/64092/203228/409/8826/706/4067/5339/54625/140885/9770/51422/6546/90007/5621/27342/7124/9043/9021/3192/4616/3725",39
"GO:0046651","GO:0046651","lymphocyte proliferation","32/462","306/18614",7.08573111084724e-12,6.24613882073175e-10,4.24440219072796e-10,"3553/4332/6556/64332/196/1051/604/3958/1604/683/1026/7099/8660/5788/7305/301/10673/1378/10288/7133/4067/57162/3105/1499/64115/8767/2534/5621/3572/4179/4860/3659",32
"GO:0002697","GO:0002697","regulation of immune effector process","36/462","384/18614",8.30949892853421e-12,7.18925536927997e-10,4.885272664417e-10,"3553/2219/653361/64332/948/64581/114548/196/10875/604/3958/1604/6813/11213/7099/5788/2896/7305/301/3684/2268/1378/5724/7805/409/3689/7133/4067/3105/3383/8767/27342/5272/4179/2209/7124",36
"GO:0050864","GO:0050864","regulation of B cell activation","21/462","130/18614",8.99751489562242e-12,7.59593904892172e-10,5.16162404730261e-10,"4332/677/7128/196/604/683/1026/7099/8660/5788/7305/64092/10673/1378/7805/9473/4067/57162/150372/55122/3398",21
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","25/462","189/18614",9.10472146274863e-12,7.59593904892172e-10,5.16162404730261e-10,"929/1520/2219/4792/64332/948/114548/7128/7097/26253/11213/7099/4814/9958/51296/4671/23643/409/4067/57162/8767/834/7124/3659/1654",25
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","25/462","190/18614",1.02467731948211e-11,8.18468931304712e-10,5.56169407177138e-10,"7057/6348/929/120892/1536/948/64581/7128/7097/11213/7099/7538/5788/7305/5724/3459/23643/409/706/64115/353514/140885/8767/50856/602",25
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","25/462","190/18614",1.02467731948211e-11,8.18468931304712e-10,5.56169407177138e-10,"7057/6348/929/120892/1536/948/64581/7128/7097/11213/7099/7538/5788/7305/5724/3459/23643/409/706/64115/353514/140885/8767/50856/602",25
"GO:0070661","GO:0070661","leukocyte proliferation","34/462","348/18614",1.03359732335141e-11,8.18468931304712e-10,5.56169407177138e-10,"3553/4332/6556/64332/7128/196/1051/604/3958/1604/683/1026/7099/8660/5788/7305/301/10673/1378/10288/7133/4067/57162/3105/1499/64115/64343/8767/2534/5621/3572/4179/4860/3659",34
"GO:0009615","GO:0009615","response to virus","37/462","408/18614",1.12669231043685e-11,8.77317745726827e-10,5.96158597943428e-10,"3553/114548/7128/10875/200315/7097/3091/11213/3460/5788/2268/10577/3459/23765/665/4600/10964/5359/1130/10625/64343/91351/834/2537/3687/602/10010/10561/6772/7124/10475/3659/4599/1654/5610/6351/9636",37
"GO:0002269","GO:0002269","leukocyte activation involved in inflammatory response","14/462","50/18614",1.14806711320039e-11,8.79306484077411e-10,5.97509993686345e-10,"6348/120892/728/7097/3460/5788/2896/7305/3684/3949/3459/3689/7124/3725",14
"GO:0010720","GO:0010720","positive regulation of cell development","38/462","432/18614",1.46540160296536e-11,1.10425101436357e-09,7.50365235066812e-10,"3553/64332/64581/114548/677/10221/7097/1230/604/3091/2124/9308/2309/57698/5788/7305/301/1378/10288/7133/706/4067/8650/1499/64115/7422/6604/920/8767/3398/7071/3572/4179/2353/10154/4853/4860/7124",38
"GO:0030593","GO:0030593","neutrophil chemotaxis","19/462","107/18614",1.59620437430701e-11,1.18372489472418e-09,8.04369656292389e-10,"6283/6280/6279/3576/3553/6349/6348/2920/1441/728/54210/3958/683/5142/120425/2207/3689/158747/6351",19
"GO:0002263","GO:0002263","cell activation involved in immune response","31/462","300/18614",2.07425793727565e-11,1.51420829421122e-09,1.02894110835911e-09,"6348/6556/64332/114548/10875/26253/604/3958/6813/7099/4035/5788/2896/7305/301/3684/2268/1378/5724/3936/2207/3689/4067/3383/5873/8767/27342/4179/602/4853/7124",31
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","26/462","214/18614",2.45826279181408e-11,1.76692365590083e-09,1.20066730042288e-09,"6348/4792/9935/1441/677/10221/1051/1230/11025/3091/2124/7099/2309/7538/7305/4067/1499/9770/920/3398/7071/2353/4853/6772/7124/9636",26
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","32/462","327/18614",4.09964876098754e-11,2.90205439565663e-09,1.97201605472702e-09,"3553/64332/64581/114548/604/1604/683/1026/9308/7099/8660/2309/5788/7305/301/10673/1378/10326/10288/4067/57162/3105/64115/6604/140885/55122/920/8767/2534/3572/4179/4860",32
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","27/462","237/18614",4.55124433450173e-11,3.14577911126621e-09,2.1376328856297e-09,"7057/6648/8870/653361/120892/1545/1536/948/64581/4688/683/3091/1026/7099/7305/3684/240/3689/706/8837/5873/2534/2885/2537/7124/3043/10229",27
"GO:0097530","GO:0097530","granulocyte migration","22/462","156/18614",4.57861685715116e-11,3.14577911126621e-09,2.1376328856297e-09,"6283/6280/6279/7057/3576/3553/6349/6348/2920/1441/728/54210/3958/683/5142/301/120425/2207/3689/23765/158747/6351",22
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","29/462","273/18614",4.7965741108473e-11,3.24776728201139e-09,2.20693631095583e-09,"3553/64332/114548/604/1604/9308/960/2309/5788/301/10673/1378/5724/10326/10288/240/3689/4067/3105/64115/6604/140885/920/8767/2534/3572/4179/4860/7124",29
"GO:0050764","GO:0050764","regulation of phagocytosis","18/462","101/18614",5.15346737542666e-11,3.43957136828477e-09,2.33727182019351e-09,"3553/2219/6556/948/64581/7097/5788/2268/11031/2207/10326/3055/5359/140885/5806/5873/2209/7124",18
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","40/462","495/18614",5.72836245612137e-11,3.72083126201462e-09,2.52839471121037e-09,"6283/7057/3553/6349/6348/653361/120892/728/948/1230/6386/7099/960/5788/152007/4671/7805/409/8826/1499/7422/353514/3383/8837/9770/920/8767/79930/11214/5908/4853/4215/5606/7124/9043/5008/5610/6351/4616/3725",40
"GO:0034612","GO:0034612","response to tumor necrosis factor","28/462","257/18614",5.73415776680335e-11,3.72083126201462e-09,2.52839471121037e-09,"7057/3576/6349/6348/929/4792/120892/1545/677/7128/2309/7538/427/10673/4671/6868/7805/114769/7133/5743/834/102/2353/10010/2634/6772/7124/6351",28
"GO:1903131","GO:1903131","mononuclear cell differentiation","39/462","474/18614",5.89423127604871e-11,3.77230801667117e-09,2.56337440930972e-09,"3553/9935/64332/114548/677/10875/28959/1051/26253/604/9308/1316/2309/5788/301/10673/6868/1378/4783/2207/10288/4067/1499/64115/7422/6604/150372/920/64343/8767/3398/4179/602/2353/4853/4860/3659/1958/3725",39
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","30/462","296/18614",7.14056822978499e-11,4.45137851437005e-09,3.02481921398253e-09,"6348/6556/64332/114548/10875/26253/604/3958/6813/7099/5788/2896/7305/301/3684/2268/1378/5724/3936/2207/3689/4067/3383/5873/8767/27342/4179/602/4853/7124",30
"GO:0050777","GO:0050777","negative regulation of immune response","24/462","191/18614",7.14583451579096e-11,4.45137851437005e-09,3.02481921398253e-09,"7128/196/10875/604/3958/1604/11213/5788/2896/301/9958/64092/2268/1378/409/4067/3105/3055/54625/2534/27342/5272/4179/9636",24
"GO:0052548","GO:0052548","regulation of endopeptidase activity","32/462","336/18614",8.30856749174487e-11,5.10758254229369e-09,3.4707257001527e-09,"6280/6279/7057/5329/64581/114548/5265/1509/9314/831/960/4671/1378/1512/7805/8301/114769/409/4067/7077/5743/64115/7422/10018/55122/8767/2534/834/5272/2537/7124/1654",32
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","31/462","321/18614",1.16478104830641e-10,7.06734682816564e-09,4.80243286629136e-09,"3553/64332/5329/114548/604/1604/9308/960/2309/5788/301/10673/1378/5724/10326/10288/240/3689/4067/3105/64115/6604/140885/920/84034/8767/2534/3572/4179/4860/7124",31
"GO:0002443","GO:0002443","leukocyte mediated immunity","35/462","401/18614",1.19501643296367e-10,7.1578420189824e-09,4.86392653416792e-09,"3553/6348/64332/64581/114548/196/54210/604/1604/6813/7099/5788/7305/3684/2268/6868/1378/1512/5724/409/2207/3689/7133/4067/3105/1130/3383/5873/27342/5272/4179/602/2209/127544/7124",35
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","21/462","150/18614",1.45967470593528e-10,8.63240534953119e-09,5.86592793217963e-09,"7057/6648/8870/1545/948/64581/683/3091/1026/7099/7305/3684/240/3689/706/8837/5873/2534/2885/7124/10229",21
"GO:0042116","GO:0042116","macrophage activation","18/462","109/18614",1.91900738923961e-10,1.12070031531593e-08,7.61542932361402e-09,"7057/6348/120892/6556/728/22918/7097/7099/3460/5788/2896/7305/3684/3949/3459/3689/7124/3725",18
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","19/462","123/18614",1.97469595272999e-10,1.13898512236476e-08,7.73967900381243e-09,"6348/9935/677/10221/1051/1230/11025/2124/7099/7305/4067/1499/9770/920/3398/7071/2353/4853/7124",19
"GO:0032611","GO:0032611","interleukin-1 beta production","18/462","112/18614",3.04691272112347e-10,1.71508147386613e-08,1.16543928559396e-08,"6348/4332/948/64581/114548/7128/7099/7305/1903/4671/114769/409/353514/140885/8767/834/7124/1958",18
"GO:0032651","GO:0032651","regulation of interleukin-1 beta production","18/462","112/18614",3.04691272112347e-10,1.71508147386613e-08,1.16543928559396e-08,"6348/4332/948/64581/114548/7128/7099/7305/1903/4671/114769/409/353514/140885/8767/834/7124/1958",18
